	X54675	X54675.1	cyclophosphamide.coeff	cyclophosphamide.pvalue
229314_at_229314_at	229314_at	229314_at	-0.517544566	0.333590715
229315_at_229315_at	229315_at	229315_at	-0.082911135	0.678075765
229318_at_229318_at	229318_at	229318_at	-0.07726977	0.539802348
229319_at_229319_at	229319_at	229319_at	0.364212998	0.069335118
229321_s_at_229321_s_at	229321_s_at	229321_s_at	-0.071216127	0.77732637
229329_s_at_229329_s_at	229329_s_at	229329_s_at	-0.305171182	0.572108505
229330_at_229330_at	229330_at	229330_at	0.159654225	0.859968463
229333_at_229333_at	229333_at	229333_at	0.162427288	0.508447636
229342_at_229342_at	229342_at	229342_at	0.491080453	0.150033083
229351_at_229351_at	229351_at	229351_at	0.402901405	0.209535525
229352_at_229352_at	229352_at	229352_at	-0.039089076	0.710934316
229359_at_229359_at	229359_at	229359_at	0.353997829	0.313040709
229363_at_229363_at	229363_at	229363_at	-0.107633388	0.395002507
229364_at_229364_at	229364_at	229364_at	0.202001788	0.436796129
229366_at_229366_at	229366_at	229366_at	-0.487180839	0.033769606
229370_at_229370_at	229370_at	229370_at	-0.021685312	0.90272667
229371_at_229371_at	229371_at	229371_at	0.049191851	0.749575162
229373_at_229373_at	229373_at	229373_at	-0.398652543	0.594689305
229384_at_229384_at	229384_at	229384_at	-0.519489321	0.235602053
229388_at_229388_at	229388_at	229388_at	-0.162498439	0.650360223
229417_at_229417_at	229417_at	229417_at	-0.083380464	0.654621666
229423_at_229423_at	229423_at	229423_at	0.005730795	0.97860259
229425_at_229425_at	229425_at	229425_at	-0.229021553	0.349924961
229434_at_229434_at	229434_at	229434_at	-0.164387503	0.351900814
229446_at_229446_at	229446_at	229446_at	0.025567328	0.889653978
229447_x_at_229447_x_at	229447_x_at	229447_x_at	0.476657222	0.223954451
229449_at_229449_at	229449_at	229449_at	-0.289523983	0.376104911
229455_at_229455_at	229455_at	229455_at	-0.157835104	0.367038149
229469_at_229469_at	229469_at	229469_at	-1.068845757	0.096315172
229470_at_229470_at	229470_at	229470_at	-0.211299728	0.164666458
229472_at_229472_at	229472_at	229472_at	-0.196952045	0.774725749
229479_at_229479_at	229479_at	229479_at	-0.59545133	0.57900101
229483_at_229483_at	229483_at	229483_at	0.018519862	0.907089698
229489_at_229489_at	229489_at	229489_at	-0.480086233	0.095370847
229490_s_at_229490_s_at	229490_s_at	229490_s_at	0.01590794	0.921464496
229504_at_229504_at	229504_at	229504_at	0.058593408	0.731695675
229505_at_229505_at	229505_at	229505_at	0.213782294	0.652102655
229531_at_229531_at	229531_at	229531_at	0.163569275	0.533469738
229541_at_229541_at	229541_at	229541_at	-0.134010276	0.648899979
229544_at_229544_at	229544_at	229544_at	0.070057931	0.810872484
229548_at_229548_at	229548_at	229548_at	-0.130522602	0.600481891
229554_at_229554_at	229554_at	229554_at	0.244917422	0.279605435
229558_at_229558_at	229558_at	229558_at	0.284517196	0.181079251
229569_at_229569_at	229569_at	229569_at	0.662651622	0.014509946
229571_at_229571_at	229571_at	229571_at	-0.413484399	0.124844117
229575_at_229575_at	229575_at	229575_at	0.007988646	0.964706271
229580_at_229580_at	229580_at	229580_at	-0.076364126	0.369071643
229583_at_229583_at	229583_at	229583_at	0.205702494	0.789943991
229587_at_229587_at	229587_at	229587_at	-0.299481967	0.453698267
229593_at_229593_at	229593_at	229593_at	-0.496523052	0.027494062
229602_at_229602_at	229602_at	229602_at	0.111469613	0.735416132
229606_at_229606_at	229606_at	229606_at	-0.16862638	0.149224496
229607_at_229607_at	229607_at	229607_at	-0.400831455	0.311616023
229612_at_229612_at	229612_at	229612_at	-0.126792768	0.819305676
229613_at_229613_at	229613_at	229613_at	0.352969095	0.429433285
229615_at_229615_at	229615_at	229615_at	-0.219222454	0.319173251
229627_at_229627_at	229627_at	229627_at	0.496684636	0.497728113
229628_s_at_229628_s_at	229628_s_at	229628_s_at	0.385457627	0.380797937
229629_at_229629_at	229629_at	229629_at	0.507457782	0.609492913
229640_x_at_229640_x_at	229640_x_at	229640_x_at	0.290811805	0.030126426
229654_at_229654_at	229654_at	229654_at	0.224936963	0.480537817
229668_at_229668_at	229668_at	229668_at	0.148517449	0.763982819
229670_at_229670_at	229670_at	229670_at	0.117461838	0.813848056
229673_at_229673_at	229673_at	229673_at	0.291220738	0.310390403
229681_at_229681_at	229681_at	229681_at	0.234068482	0.70009718
229687_s_at_229687_s_at	229687_s_at	229687_s_at	0.166350686	0.438829191
229688_at_229688_at	229688_at	229688_at	0.255741679	0.610534461
229692_at_229692_at	229692_at	229692_at	-0.358347962	0.077736993
229695_at_229695_at	229695_at	229695_at	0.093365382	0.614555622
229698_at_229698_at	229698_at	229698_at	0.815061941	0.406295325
229710_at_229710_at	229710_at	229710_at	-0.022146135	0.920014324
229716_at_229716_at	229716_at	229716_at	0.425571246	0.091740885
229717_at_229717_at	229717_at	229717_at	0.22238798	0.735472293
229728_at_229728_at	229728_at	229728_at	-0.434743673	0.034095279
229733_s_at_229733_s_at	229733_s_at	229733_s_at	-0.266979713	0.041183865
229756_at_229756_at	229756_at	229756_at	0.413707224	0.406746362
229757_at_229757_at	229757_at	229757_at	0.233095158	0.243489659
229786_at_229786_at	229786_at	229786_at	0.615944364	0.200943616
229787_s_at_229787_s_at	229787_s_at	229787_s_at	-0.314291338	0.151200735
229795_at_229795_at	229795_at	229795_at	-0.243591253	0.209423012
229804_x_at_229804_x_at	229804_x_at	229804_x_at	-0.328146331	0.081219656
229810_at_229810_at	229810_at	229810_at	0.334765085	0.012829744
229811_at_229811_at	229811_at	229811_at	-0.001276616	0.99500519
229814_at_229814_at	229814_at	229814_at	0.152676165	0.719993227
229822_at_229822_at	229822_at	229822_at	0.030327378	0.843034329
229836_s_at_229836_s_at	229836_s_at	229836_s_at	0.092011749	0.908409635
229841_at_229841_at	229841_at	229841_at	-0.82520449	0.003657922
229858_at_229858_at	229858_at	229858_at	-0.152731758	0.399683904
229859_at_229859_at	229859_at	229859_at	0.57495395	0.263680847
229869_at_229869_at	229869_at	229869_at	-0.321623494	0.164922078
229874_x_at_229874_x_at	229874_x_at	229874_x_at	-0.007701462	0.943479741
229879_at_229879_at	229879_at	229879_at	0.016094198	0.94198727
229904_at_229904_at	229904_at	229904_at	-0.517994592	0.365503686
229907_at_229907_at	229907_at	229907_at	0.361827002	0.334946353
229919_at_229919_at	229919_at	229919_at	-0.166329745	0.600610792
229920_at_229920_at	229920_at	229920_at	-0.49153858	0.303535311
229926_at_229926_at	229926_at	229926_at	-0.360792049	0.113008134
229934_at_229934_at	229934_at	229934_at	-0.047153968	0.963697291
229948_at_229948_at	229948_at	229948_at	-0.07439763	0.767973525
229949_at_229949_at	229949_at	229949_at	-0.545922679	0.188481638
229951_x_at_229951_x_at	229951_x_at	229951_x_at	-0.545512379	0.36289681
229952_at_229952_at	229952_at	229952_at	-0.095726683	0.636456299
229959_at_229959_at	229959_at	229959_at	-0.663347982	0.177424533
229965_at_229965_at	229965_at	229965_at	-0.40893595	0.445068078
229968_at_229968_at	229968_at	229968_at	0.029454076	0.833095283
229970_at_229970_at	229970_at	229970_at	0.172348818	0.270533926
229979_x_at_229979_x_at	229979_x_at	229979_x_at	-0.30705176	0.563887969
229986_at_229986_at	229986_at	229986_at	-0.040944479	0.749569302
229987_at_229987_at	229987_at	229987_at	-0.20184914	0.633986978
229988_at_229988_at	229988_at	229988_at	-0.706062569	0.277139121
229990_at_229990_at	229990_at	229990_at	-0.182610955	0.822673087
229999_at_229999_at	229999_at	229999_at	-0.014584962	0.953341429
230002_at_230002_at	230002_at	230002_at	0.387751892	0.102977827
230003_at_230003_at	230003_at	230003_at	-0.089833784	0.358667081
230007_at_230007_at	230007_at	230007_at	-0.552390995	0.159532625
230014_at_230014_at	230014_at	230014_at	-0.095670274	0.644837289
230017_at_230017_at	230017_at	230017_at	-0.791892222	0.060213354
230039_at_230039_at	230039_at	230039_at	0.025518859	0.938770937
230041_at_230041_at	230041_at	230041_at	0.120813074	0.844249697
230046_at_230046_at	230046_at	230046_at	-0.157389552	0.762191079
230053_at_230053_at	230053_at	230053_at	-0.353727691	0.271462507
230054_at_230054_at	230054_at	230054_at	-0.144557597	0.578424767
230062_at_230062_at	230062_at	230062_at	-0.380395988	0.313148433
230064_at_230064_at	230064_at	230064_at	-0.177887303	0.20287798
230065_at_230065_at	230065_at	230065_at	-0.230884702	0.575704792
230074_s_at_230074_s_at	230074_s_at	230074_s_at	-0.516251029	0.500668286
230077_at_230077_at	230077_at	230077_at	-0.250024576	0.071502467
230082_at_230082_at	230082_at	230082_at	-0.196149147	0.60769098
230088_at_230088_at	230088_at	230088_at	0.723328903	0.225604072
230091_at_230091_at	230091_at	230091_at	0.200891452	0.357412067
230095_at_230095_at	230095_at	230095_at	-0.63599752	0.131231696
230096_at_230096_at	230096_at	230096_at	-0.052568108	0.931426822
230099_at_230099_at	230099_at	230099_at	-0.148214164	0.419727986
230107_at_230107_at	230107_at	230107_at	-0.053682473	0.892147082
230108_at_230108_at	230108_at	230108_at	0.209246675	0.575835149
230111_at_230111_at	230111_at	230111_at	0.512930202	0.368158492
230118_at_230118_at	230118_at	230118_at	0.460809326	0.352338801
230119_at_230119_at	230119_at	230119_at	1.240580516	0.031902654
230127_at_230127_at	230127_at	230127_at	0.039750689	0.709166778
230128_at_230128_at	230128_at	230128_at	0.183944667	0.806778104
230130_at_230130_at	230130_at	230130_at	0.025060759	0.729277547
230139_at_230139_at	230139_at	230139_at	0.180753971	0.555156116
230149_at_230149_at	230149_at	230149_at	0.172316171	0.380612891
230161_at_230161_at	230161_at	230161_at	0.175226015	0.477055101
230168_at_230168_at	230168_at	230168_at	-0.430074395	0.067635054
230171_at_230171_at	230171_at	230171_at	0.010587745	0.982136313
230176_at_230176_at	230176_at	230176_at	-0.21913217	0.380630218
230198_at_230198_at	230198_at	230198_at	-0.046448786	0.850202126
230211_at_230211_at	230211_at	230211_at	-0.156802461	0.388054017
230222_at_230222_at	230222_at	230222_at	0.050495804	0.924284495
230225_x_at_230225_x_at	230225_x_at	230225_x_at	-0.97072345	0.35690318
230227_at_230227_at	230227_at	230227_at	-1.427400167	0.10826467
230233_at_230233_at	230233_at	230233_at	-0.014916433	0.886837364
230240_at_230240_at	230240_at	230240_at	0.425101326	0.124669732
230241_at_230241_at	230241_at	230241_at	0.124524529	0.590842146
230247_at_230247_at	230247_at	230247_at	-1.062044481	0.246369678
230248_x_at_230248_x_at	230248_x_at	230248_x_at	0.092123373	0.727791393
230249_at_230249_at	230249_at	230249_at	-0.01532924	0.925641467
230267_at_230267_at	230267_at	230267_at	0.139977381	0.656568533
230268_at_230268_at	230268_at	230268_at	0.310554238	0.617423546
230269_at_230269_at	230269_at	230269_at	-0.164058048	0.203964097
230278_at_230278_at	230278_at	230278_at	0.131652962	0.424917176
230292_at_230292_at	230292_at	230292_at	0.047542002	0.775963874
230293_at_230293_at	230293_at	230293_at	-0.050209224	0.881889331
230301_at_230301_at	230301_at	230301_at	0.462467725	0.013405244
230302_at_230302_at	230302_at	230302_at	0.095199428	0.382554257
230304_at_230304_at	230304_at	230304_at	0.074759284	0.774114865
230305_at_230305_at	230305_at	230305_at	0.699394038	0.005379183
230310_at_230310_at	230310_at	230310_at	-0.053146576	0.894498919
230312_at_230312_at	230312_at	230312_at	-0.087983262	0.457744092
230314_at_230314_at	230314_at	230314_at	0.047625307	0.754686675
230315_at_230315_at	230315_at	230315_at	-0.174285576	0.804707003
230319_at_230319_at	230319_at	230319_at	0.312025864	0.057363516
230324_at_230324_at	230324_at	230324_at	-0.449919135	0.113488784
230328_at_230328_at	230328_at	230328_at	-0.325959168	0.282972686
230333_at_230333_at	230333_at	230333_at	-0.099990995	0.371158775
230336_at_230336_at	230336_at	230336_at	-1.248853466	0.007007598
230339_at_230339_at	230339_at	230339_at	0.352814089	0.396413881
230343_at_230343_at	230343_at	230343_at	0.099131284	0.483882794
230344_x_at_230344_x_at	230344_x_at	230344_x_at	3.954205024	0.094356247
230346_x_at_230346_x_at	230346_x_at	230346_x_at	-0.666308476	0.303898111
230350_at_230350_at	230350_at	230350_at	0.079333525	0.730444665
230354_at_230354_at	230354_at	230354_at	0.677449784	0.188855577
230356_at_230356_at	230356_at	230356_at	0.012468886	0.875172011
230357_at_230357_at	230357_at	230357_at	1.016570708	0.133934139
230366_at_230366_at	230366_at	230366_at	0.229820775	0.719252234
230383_x_at_230383_x_at	230383_x_at	230383_x_at	0.172241367	0.126570722
230384_at_230384_at	230384_at	230384_at	-0.319512387	0.161969867
230386_at_230386_at	230386_at	230386_at	-0.800105136	0.312321112
230387_at_230387_at	230387_at	230387_at	-0.172168437	0.270554141
230390_at_230390_at	230390_at	230390_at	0.72093874	0.13000005
230392_at_230392_at	230392_at	230392_at	-0.100013576	0.659760457
230395_at_230395_at	230395_at	230395_at	0.238621784	0.416272382
230399_at_230399_at	230399_at	230399_at	-0.020192594	0.881068946
230401_at_230401_at	230401_at	230401_at	0.177026933	0.437145943
230406_at_230406_at	230406_at	230406_at	0.084316394	0.510560138
230408_at_230408_at	230408_at	230408_at	-0.128302629	0.626497741
230411_at_230411_at	230411_at	230411_at	-0.057385874	0.786203858
230415_at_230415_at	230415_at	230415_at	-0.157750736	0.784583234
230416_at_230416_at	230416_at	230416_at	0.279737448	0.238345723
230423_at_230423_at	230423_at	230423_at	0.36262058	0.156545935
230428_at_230428_at	230428_at	230428_at	0.119977757	0.673865497
230431_at_230431_at	230431_at	230431_at	-0.081951299	0.929715443
230449_x_at_230449_x_at	230449_x_at	230449_x_at	-0.160175662	0.400513601
230450_at_230450_at	230450_at	230450_at	-0.436365718	0.208363817
230451_at_230451_at	230451_at	230451_at	0.001582728	0.995734522
230456_at_230456_at	230456_at	230456_at	-0.184342669	0.742081291
230463_at_230463_at	230463_at	230463_at	-0.416726285	0.316320524
230476_at_230476_at	230476_at	230476_at	0.636479399	0.620076083
230479_at_230479_at	230479_at	230479_at	-0.132655777	0.340579867
230483_at_230483_at	230483_at	230483_at	-0.326965234	0.231274133
230486_at_230486_at	230486_at	230486_at	-0.202812597	0.276909168
230491_at_230491_at	230491_at	230491_at	-0.277952956	0.07276646
230503_at_230503_at	230503_at	230503_at	-0.053244037	0.748844077
230514_s_at_230514_s_at	230514_s_at	230514_s_at	-0.502581972	0.447245169
230515_at_230515_at	230515_at	230515_at	-0.387445449	0.468029228
230525_at_230525_at	230525_at	230525_at	-0.349821086	0.03627559
230527_at_230527_at	230527_at	230527_at	-0.038183124	0.814657045
230530_at_230530_at	230530_at	230530_at	-0.980346129	0.165823525
230537_at_230537_at	230537_at	230537_at	-0.179113958	0.723307373
230540_at_230540_at	230540_at	230540_at	-0.116332298	0.817423202
230552_at_230552_at	230552_at	230552_at	0.031801375	0.807173331
230570_at_230570_at	230570_at	230570_at	-0.142373288	0.389036558
230571_at_230571_at	230571_at	230571_at	0.044633893	0.901681008
230578_at_230578_at	230578_at	230578_at	-0.047762534	0.888322057
230580_at_230580_at	230580_at	230580_at	-0.008570805	0.971688785
230581_at_230581_at	230581_at	230581_at	0.044615859	0.778864135
230583_s_at_230583_s_at	230583_s_at	230583_s_at	0.332045213	0.636458033
230584_at_230584_at	230584_at	230584_at	-0.332625301	0.71833654
230585_at_230585_at	230585_at	230585_at	-0.847615387	0.252013114
230590_at_230590_at	230590_at	230590_at	0.160202335	0.682516839
230594_at_230594_at	230594_at	230594_at	-0.514778834	0.448806622
230596_at_230596_at	230596_at	230596_at	0.409895728	0.037104957
230598_at_230598_at	230598_at	230598_at	-0.172714629	0.490217583
230599_at_230599_at	230599_at	230599_at	-0.151618836	0.409283102
230604_at_230604_at	230604_at	230604_at	-0.191011551	0.341132976
230605_at_230605_at	230605_at	230605_at	-0.134372896	0.636322389
230607_at_230607_at	230607_at	230607_at	-0.674070977	0.048620944
230610_at_230610_at	230610_at	230610_at	0.496920936	0.328527016
230614_at_230614_at	230614_at	230614_at	-0.039479382	0.950899434
230621_at_230621_at	230621_at	230621_at	0.288156289	0.410384145
230634_x_at_230634_x_at	230634_x_at	230634_x_at	0.129712376	0.603159608
230638_at_230638_at	230638_at	230638_at	-0.712985514	0.525746719
230640_at_230640_at	230640_at	230640_at	0.160611921	0.6054282
230641_at_230641_at	230641_at	230641_at	-0.07148217	0.480831083
230642_at_230642_at	230642_at	230642_at	0.441003384	0.41843514
230650_at_230650_at	230650_at	230650_at	0.370806107	0.021987372
230651_at_230651_at	230651_at	230651_at	-0.269903974	0.044573272
230653_at_230653_at	230653_at	230653_at	-0.030194204	0.783469034
230654_at_230654_at	230654_at	230654_at	-0.728449286	0.114713026
230655_at_230655_at	230655_at	230655_at	0.060201508	0.605719123
230657_at_230657_at	230657_at	230657_at	-0.125955878	0.512105892
230661_at_230661_at	230661_at	230661_at	-0.141757954	0.774793995
230663_at_230663_at	230663_at	230663_at	-0.03441152	0.891306054
230665_at_230665_at	230665_at	230665_at	0.159953826	0.830756119
230671_at_230671_at	230671_at	230671_at	0.37692996	0.739181878
230672_at_230672_at	230672_at	230672_at	-0.168218373	0.492660214
230675_at_230675_at	230675_at	230675_at	-1.402540302	0.161915096
230678_at_230678_at	230678_at	230678_at	-0.233247675	0.19463251
230683_at_230683_at	230683_at	230683_at	-0.104651154	0.84017591
230688_at_230688_at	230688_at	230688_at	0.000742049	0.996629269
230689_at_230689_at	230689_at	230689_at	-0.254322615	0.287330492
230696_at_230696_at	230696_at	230696_at	0.10754306	0.579415809
230702_at_230702_at	230702_at	230702_at	-0.192876082	0.552753886
230703_at_230703_at	230703_at	230703_at	-0.005323298	0.984821989
