	X54675	X54675.1	paclitaxel.coeff	paclitaxel.pvalue
1556579_s_at_1556579_s_at	1556579_s_at	1556579_s_at	0.526857781	0.426947686
1556580_a_at_1556580_a_at	1556580_a_at	1556580_a_at	4.344538108	0.275040269
1556584_at_1556584_at	1556584_at	1556584_at	2.687906463	0.198742988
1556586_x_at_1556586_x_at	1556586_x_at	1556586_x_at	3.263655644	0.082620003
1556589_at_1556589_at	1556589_at	1556589_at	2.973788571	0.039811261
1556590_s_at_1556590_s_at	1556590_s_at	1556590_s_at	1.251417437	0.096030059
1556592_at_1556592_at	1556592_at	1556592_at	-4.353857049	0.27028112
1556593_s_at_1556593_s_at	1556593_s_at	1556593_s_at	-1.177714178	0.700187708
1556595_at_1556595_at	1556595_at	1556595_at	0.879254937	0.016589195
1556602_at_1556602_at	1556602_at	1556602_at	1.378758646	0.003843591
1556616_a_at_1556616_a_at	1556616_a_at	1556616_a_at	0.29972024	0.76174356
1556617_a_at_1556617_a_at	1556617_a_at	1556617_a_at	-9.770560834	0.008994234
1556618_at_1556618_at	1556618_at	1556618_at	-2.616249314	0.176622952
1556620_at_1556620_at	1556620_at	1556620_at	0.428554556	0.7026172
1556621_a_at_1556621_a_at	1556621_a_at	1556621_a_at	2.14561233	0.07063389
1556622_s_at_1556622_s_at	1556622_s_at	1556622_s_at	6.056847993	0.027975895
1556623_at_1556623_at	1556623_at	1556623_at	-0.961707	0.74480726
1556624_at_1556624_at	1556624_at	1556624_at	3.665876499	0.288638458
1556625_a_at_1556625_a_at	1556625_a_at	1556625_a_at	2.114505364	0.574036213
1556636_at_1556636_at	1556636_at	1556636_at	-1.30814307	0.669869083
1556643_at_1556643_at	1556643_at	1556643_at	0.654434734	0.225951974
1556645_s_at_1556645_s_at	1556645_s_at	1556645_s_at	-1.012250992	0.809722448
1556646_at_1556646_at	1556646_at	1556646_at	1.914529178	0.011607559
1556649_at_1556649_at	1556649_at	1556649_at	-1.138240737	0.666340059
1556650_at_1556650_at	1556650_at	1556650_at	1.177037706	0.052112513
1556651_at_1556651_at	1556651_at	1556651_at	1.176596977	0.643529643
1556654_at_1556654_at	1556654_at	1556654_at	-0.259309596	0.535281589
1556655_s_at_1556655_s_at	1556655_s_at	1556655_s_at	-0.165791173	0.68445078
1556656_at_1556656_at	1556656_at	1556656_at	-0.326708319	0.502351314
1556657_at_1556657_at	1556657_at	1556657_at	0.523884951	0.352294595
1556658_a_at_1556658_a_at	1556658_a_at	1556658_a_at	0.596625086	0.263306512
1556659_at_1556659_at	1556659_at	1556659_at	1.905102683	0.287524172
1556665_at_1556665_at	1556665_at	1556665_at	0.630159114	0.086760191
1556666_a_at_1556666_a_at	1556666_a_at	1556666_a_at	0.600160982	0.063233703
1556669_a_at_1556669_a_at	1556669_a_at	1556669_a_at	-2.576865197	0.364446365
1556676_a_at_1556676_a_at	1556676_a_at	1556676_a_at	-0.836580718	0.373289075
1556677_at_1556677_at	1556677_at	1556677_at	5.99502214	0.031077588
1556678_a_at_1556678_a_at	1556678_a_at	1556678_a_at	1.266905004	0.046642351
1556679_at_1556679_at	1556679_at	1556679_at	0.054627496	0.987983811
1556682_s_at_1556682_s_at	1556682_s_at	1556682_s_at	1.126793695	0.093494371
1556683_x_at_1556683_x_at	1556683_x_at	1556683_x_at	2.21586293	0.044446228
1556685_at_1556685_at	1556685_at	1556685_at	0.402958918	0.691165035
1556690_s_at_1556690_s_at	1556690_s_at	1556690_s_at	1.30368831	0.042053311
1556694_a_at_1556694_a_at	1556694_a_at	1556694_a_at	2.380061106	0.098972912
1556699_at_1556699_at	1556699_at	1556699_at	3.049440952	0.26559729
1556700_a_at_1556700_a_at	1556700_a_at	1556700_a_at	-5.418792097	0.025533713
1556704_s_at_1556704_s_at	1556704_s_at	1556704_s_at	-1.38563623	0.198318528
1556706_at_1556706_at	1556706_at	1556706_at	0.291013995	0.86979697
1556713_at_1556713_at	1556713_at	1556713_at	-8.093504247	0.01209237
1556717_at_1556717_at	1556717_at	1556717_at	-1.887234863	0.40758327
1556718_s_at_1556718_s_at	1556718_s_at	1556718_s_at	1.139158088	0.699296995
1556728_at_1556728_at	1556728_at	1556728_at	2.710438837	0.13141119
1556734_at_1556734_at	1556734_at	1556734_at	-0.200424544	0.939177448
1556735_at_1556735_at	1556735_at	1556735_at	2.987732906	0.160918187
1556743_at_1556743_at	1556743_at	1556743_at	2.06124449	0.010133179
1556744_a_at_1556744_a_at	1556744_a_at	1556744_a_at	1.110293991	0.047522176
1556747_a_at_1556747_a_at	1556747_a_at	1556747_a_at	-5.468074502	0.030516925
1556748_x_at_1556748_x_at	1556748_x_at	1556748_x_at	-2.831597062	0.093152693
1556749_at_1556749_at	1556749_at	1556749_at	0.379724481	0.890308372
1556753_s_at_1556753_s_at	1556753_s_at	1556753_s_at	1.455773059	0.547530596
1556759_at_1556759_at	1556759_at	1556759_at	-8.11777568	0.081019129
1556760_a_at_1556760_a_at	1556760_a_at	1556760_a_at	1.748437855	0.653076017
1556761_at_1556761_at	1556761_at	1556761_at	1.852418247	0.251434232
1556762_a_at_1556762_a_at	1556762_a_at	1556762_a_at	2.308276929	0.358524012
1556763_at_1556763_at	1556763_at	1556763_at	0.52726182	0.666257692
1556764_s_at_1556764_s_at	1556764_s_at	1556764_s_at	0.252456536	0.705838892
1556769_a_at_1556769_a_at	1556769_a_at	1556769_a_at	-0.607604974	0.146442413
1556773_at_1556773_at	1556773_at	1556773_at	-0.570099217	0.272561587
1556775_at_1556775_at	1556775_at	1556775_at	1.210900243	0.659490337
1556776_a_at_1556776_a_at	1556776_a_at	1556776_a_at	-2.180217921	0.273375219
1556777_a_at_1556777_a_at	1556777_a_at	1556777_a_at	-3.707602515	0.180780343
1556778_at_1556778_at	1556778_at	1556778_at	0.094626793	0.94617056
1556779_s_at_1556779_s_at	1556779_s_at	1556779_s_at	0.462362764	0.908670322
1556781_at_1556781_at	1556781_at	1556781_at	2.3117494	0.267442818
1556783_a_at_1556783_a_at	1556783_a_at	1556783_a_at	3.46637214	0.00837299
1556784_at_1556784_at	1556784_at	1556784_at	-2.399562161	0.230903929
1556794_at_1556794_at	1556794_at	1556794_at	1.279090062	0.215257589
1556800_a_at_1556800_a_at	1556800_a_at	1556800_a_at	1.830728878	0.669119534
1556805_at_1556805_at	1556805_at	1556805_at	3.532139874	0.341063077
1556806_at_1556806_at	1556806_at	1556806_at	-0.172953027	0.861270186
1556808_at_1556808_at	1556808_at	1556808_at	-0.949841326	0.600133505
1556809_a_at_1556809_a_at	1556809_a_at	1556809_a_at	-2.248395689	0.142164207
1556810_a_at_1556810_a_at	1556810_a_at	1556810_a_at	3.258054167	0.440076248
1556812_a_at_1556812_a_at	1556812_a_at	1556812_a_at	1.519854978	0.596529456
1556813_at_1556813_at	1556813_at	1556813_at	0.049540584	0.983292472
1556814_a_at_1556814_a_at	1556814_a_at	1556814_a_at	0.899976639	0.028393622
1556815_at_1556815_at	1556815_at	1556815_at	3.469913181	0.092771059
1556817_a_at_1556817_a_at	1556817_a_at	1556817_a_at	-0.514450884	0.881702976
1556818_at_1556818_at	1556818_at	1556818_at	0.793196155	0.148522226
1556823_s_at_1556823_s_at	1556823_s_at	1556823_s_at	5.195557563	0.096756096
1556824_at_1556824_at	1556824_at	1556824_at	-2.233904859	0.394499787
1556828_at_1556828_at	1556828_at	1556828_at	1.480208845	0.091792125
1556832_at_1556832_at	1556832_at	1556832_at	3.5640094	0.292603543
1556836_at_1556836_at	1556836_at	1556836_at	4.064316002	0.329298502
1556837_a_at_1556837_a_at	1556837_a_at	1556837_a_at	-6.452892766	0.068257799
1556846_at_1556846_at	1556846_at	1556846_at	-4.319696074	0.035903357
1556847_s_at_1556847_s_at	1556847_s_at	1556847_s_at	0.506819916	0.811858184
1556849_at_1556849_at	1556849_at	1556849_at	0.893484124	0.314974596
1556851_at_1556851_at	1556851_at	1556851_at	1.908478629	0.466541556
1556852_a_at_1556852_a_at	1556852_a_at	1556852_a_at	-2.446432949	0.197911004
1556856_at_1556856_at	1556856_at	1556856_at	0.67847606	0.660484185
1556865_at_1556865_at	1556865_at	1556865_at	0.856511582	0.173859827
1556867_at_1556867_at	1556867_at	1556867_at	4.121957904	0.071286519
1556877_at_1556877_at	1556877_at	1556877_at	7.112969234	0.039730419
1556879_at_1556879_at	1556879_at	1556879_at	-0.134737889	0.791493055
1556881_at_1556881_at	1556881_at	1556881_at	-1.960744476	0.605787925
1556888_at_1556888_at	1556888_at	1556888_at	-1.136310803	0.80684081
1556889_s_at_1556889_s_at	1556889_s_at	1556889_s_at	0.719042946	0.891630473
1556903_at_1556903_at	1556903_at	1556903_at	-6.272003082	0.034914213
1556904_at_1556904_at	1556904_at	1556904_at	0.997315023	0.788068924
1556909_at_1556909_at	1556909_at	1556909_at	0.68673361	0.811031905
1556911_at_1556911_at	1556911_at	1556911_at	0.059926948	0.901843847
1556914_at_1556914_at	1556914_at	1556914_at	1.636956332	0.616291117
1556916_a_at_1556916_a_at	1556916_a_at	1556916_a_at	-2.266262506	0.689778973
1556917_a_at_1556917_a_at	1556917_a_at	1556917_a_at	-6.292957089	0.050664223
1556921_at_1556921_at	1556921_at	1556921_at	0.879134096	0.810443281
1556923_at_1556923_at	1556923_at	1556923_at	1.806258022	0.010341091
1556928_at_1556928_at	1556928_at	1556928_at	-2.762931142	0.361610611
1556931_at_1556931_at	1556931_at	1556931_at	1.955474547	0.035731999
1556932_at_1556932_at	1556932_at	1556932_at	0.652232119	0.853902025
1556933_at_1556933_at	1556933_at	1556933_at	3.522848193	0.013884398
1556935_at_1556935_at	1556935_at	1556935_at	-0.638110666	0.324868948
1556936_at_1556936_at	1556936_at	1556936_at	10.56343702	0.032834681
1556937_at_1556937_at	1556937_at	1556937_at	2.336786589	0.527700008
1556938_a_at_1556938_a_at	1556938_a_at	1556938_a_at	0.780100109	0.42508332
1556942_at_1556942_at	1556942_at	1556942_at	1.222629223	0.020769427
1556944_at_1556944_at	1556944_at	1556944_at	-9.610932346	0.016427657
1556945_a_at_1556945_a_at	1556945_a_at	1556945_a_at	-2.585040174	0.494027655
1556947_at_1556947_at	1556947_at	1556947_at	-4.293796182	0.078094459
1556951_at_1556951_at	1556951_at	1556951_at	4.248032301	0.049526229
1556952_at_1556952_at	1556952_at	1556952_at	1.260060572	0.278741276
1556958_at_1556958_at	1556958_at	1556958_at	2.12435876	0.091631607
1556962_at_1556962_at	1556962_at	1556962_at	-1.043577963	0.729380925
1556963_at_1556963_at	1556963_at	1556963_at	-0.30595336	0.896789377
1556964_s_at_1556964_s_at	1556964_s_at	1556964_s_at	-0.787742881	0.770381628
1556970_at_1556970_at	1556970_at	1556970_at	3.740562656	0.269049531
1556971_a_at_1556971_a_at	1556971_a_at	1556971_a_at	-0.012516402	0.995296286
1556972_at_1556972_at	1556972_at	1556972_at	-6.035237908	0.013445533
1556976_s_at_1556976_s_at	1556976_s_at	1556976_s_at	-0.241498213	0.926831598
1556980_at_1556980_at	1556980_at	1556980_at	-1.014830574	0.743021082
1556982_at_1556982_at	1556982_at	1556982_at	2.514826582	0.022275899
1556983_a_at_1556983_a_at	1556983_a_at	1556983_a_at	1.914594984	0.331762448
1556984_at_1556984_at	1556984_at	1556984_at	3.333612921	0.077986656
1556985_at_1556985_at	1556985_at	1556985_at	0.135784925	0.958451546
1556989_at_1556989_at	1556989_at	1556989_at	-0.226973925	0.820852056
1556994_at_1556994_at	1556994_at	1556994_at	-1.82927629	0.404988215
1556996_at_1556996_at	1556996_at	1556996_at	-4.229842204	0.28432655
1557007_a_at_1557007_a_at	1557007_a_at	1557007_a_at	-3.566436392	0.27845749
1557012_a_at_1557012_a_at	1557012_a_at	1557012_a_at	0.336636282	0.80182169
1557017_at_1557017_at	1557017_at	1557017_at	3.760295939	0.518965674
1557018_a_at_1557018_a_at	1557018_a_at	1557018_a_at	-3.902528383	0.332339783
1557022_at_1557022_at	1557022_at	1557022_at	0.994210438	0.628145866
1557024_at_1557024_at	1557024_at	1557024_at	-5.249546729	0.197028785
1557025_a_at_1557025_a_at	1557025_a_at	1557025_a_at	1.370380366	0.698204415
1557026_at_1557026_at	1557026_at	1557026_at	-1.008467254	0.358964633
1557029_at_1557029_at	1557029_at	1557029_at	2.074730003	0.09192728
1557034_s_at_1557034_s_at	1557034_s_at	1557034_s_at	0.058316303	0.962907454
1557050_at_1557050_at	1557050_at	1557050_at	-0.331561468	0.466347071
1557051_s_at_1557051_s_at	1557051_s_at	1557051_s_at	-0.367427366	0.175343189
1557052_at_1557052_at	1557052_at	1557052_at	-5.124603218	0.043590534
1557060_at_1557060_at	1557060_at	1557060_at	6.187455871	0.058193991
1557068_at_1557068_at	1557068_at	1557068_at	-1.347087652	0.734506528
1557077_a_at_1557077_a_at	1557077_a_at	1557077_a_at	0.415968731	0.603828335
1557094_at_1557094_at	1557094_at	1557094_at	-0.60132262	0.026979105
1557099_at_1557099_at	1557099_at	1557099_at	-2.429147123	0.435787107
1557117_at_1557117_at	1557117_at	1557117_at	0.492823235	0.812667631
1557118_a_at_1557118_a_at	1557118_a_at	1557118_a_at	1.782607539	0.085453624
1557121_s_at_1557121_s_at	1557121_s_at	1557121_s_at	0.844236889	0.017887905
1557135_at_1557135_at	1557135_at	1557135_at	0.723798213	0.299218239
1557139_at_1557139_at	1557139_at	1557139_at	0.169329425	0.941912231
1557141_at_1557141_at	1557141_at	1557141_at	-0.506576095	0.457798288
1557147_a_at_1557147_a_at	1557147_a_at	1557147_a_at	-0.9737026	0.183261291
1557149_at_1557149_at	1557149_at	1557149_at	0.901156041	0.134276635
1557154_at_1557154_at	1557154_at	1557154_at	-0.62773245	0.242098694
1557155_a_at_1557155_a_at	1557155_a_at	1557155_a_at	-0.351501864	0.14836108
1557164_a_at_1557164_a_at	1557164_a_at	1557164_a_at	1.042394774	0.168605424
1557174_a_at_1557174_a_at	1557174_a_at	1557174_a_at	0.78454831	0.193308043
1557190_at_1557190_at	1557190_at	1557190_at	-2.208111856	0.334493071
1557192_at_1557192_at	1557192_at	1557192_at	0.645550658	0.535905261
1557193_at_1557193_at	1557193_at	1557193_at	-0.727045558	0.271143273
1557194_a_at_1557194_a_at	1557194_a_at	1557194_a_at	-0.686947601	0.827049017
1557195_at_1557195_at	1557195_at	1557195_at	-0.26789235	0.883838407
1557196_a_at_1557196_a_at	1557196_a_at	1557196_a_at	0.095375854	0.95118387
1557214_at_1557214_at	1557214_at	1557214_at	0.997804637	0.804152933
1557219_at_1557219_at	1557219_at	1557219_at	0.567655926	0.539056911
1557222_at_1557222_at	1557222_at	1557222_at	0.637041691	0.234626436
1557224_at_1557224_at	1557224_at	1557224_at	1.049474449	0.048040284
1557232_at_1557232_at	1557232_at	1557232_at	1.765904063	0.268045826
1557238_s_at_1557238_s_at	1557238_s_at	1557238_s_at	1.052159822	0.081286848
1557240_a_at_1557240_a_at	1557240_a_at	1557240_a_at	1.246993517	0.050723431
1557241_a_at_1557241_a_at	1557241_a_at	1557241_a_at	-0.366302389	0.61758771
1557242_at_1557242_at	1557242_at	1557242_at	0.008337759	0.986988632
1557244_a_at_1557244_a_at	1557244_a_at	1557244_a_at	-0.313618541	0.89824461
1557248_at_1557248_at	1557248_at	1557248_at	1.270551814	0.225929126
1557252_at_1557252_at	1557252_at	1557252_at	1.30338026	0.143143241
1557256_a_at_1557256_a_at	1557256_a_at	1557256_a_at	1.43555235	0.742582756
1557261_at_1557261_at	1557261_at	1557261_at	0.185413342	0.808927802
1557262_at_1557262_at	1557262_at	1557262_at	1.941087804	0.173162902
1557263_s_at_1557263_s_at	1557263_s_at	1557263_s_at	1.178574653	0.053620297
1557265_at_1557265_at	1557265_at	1557265_at	2.625255866	0.038021256
1557267_s_at_1557267_s_at	1557267_s_at	1557267_s_at	0.809366778	0.228843538
1557270_at_1557270_at	1557270_at	1557270_at	0.324719803	0.438885843
1557274_at_1557274_at	1557274_at	1557274_at	-1.57759598	0.503328572
1557286_at_1557286_at	1557286_at	1557286_at	-0.854124694	0.253413186
1557287_at_1557287_at	1557287_at	1557287_at	-1.802166751	0.629840405
1557290_at_1557290_at	1557290_at	1557290_at	-1.040065942	0.626658233
1557295_a_at_1557295_a_at	1557295_a_at	1557295_a_at	-0.772006645	0.513965712
1557297_at_1557297_at	1557297_at	1557297_at	4.205874614	0.285541551
1557300_s_at_1557300_s_at	1557300_s_at	1557300_s_at	1.065602729	0.100598761
1557301_a_at_1557301_a_at	1557301_a_at	1557301_a_at	0.992409906	0.613071042
1557315_a_at_1557315_a_at	1557315_a_at	1557315_a_at	2.660146724	0.00240073
1557316_at_1557316_at	1557316_at	1557316_at	-0.030461013	0.977900137
1557319_at_1557319_at	1557319_at	1557319_at	-0.132670064	0.93320431
1557322_at_1557322_at	1557322_at	1557322_at	1.769029416	0.10336458
1557325_at_1557325_at	1557325_at	1557325_at	1.546736773	0.35665003
1557326_at_1557326_at	1557326_at	1557326_at	-0.081980965	0.970429448
1557329_at_1557329_at	1557329_at	1557329_at	0.802600373	0.400372103
1557330_at_1557330_at	1557330_at	1557330_at	1.085599826	0.727408402
1557335_at_1557335_at	1557335_at	1557335_at	-2.555228964	0.271378918
1557336_at_1557336_at	1557336_at	1557336_at	-0.799048525	0.464601506
1557338_x_at_1557338_x_at	1557338_x_at	1557338_x_at	-0.665674896	0.543098313
1557339_at_1557339_at	1557339_at	1557339_at	-0.25505938	0.924354888
1557341_x_at_1557341_x_at	1557341_x_at	1557341_x_at	-1.389182338	0.486629041
1557343_at_1557343_at	1557343_at	1557343_at	-6.830110529	0.038405876
1557348_at_1557348_at	1557348_at	1557348_at	-0.377111872	0.734180261
1557353_at_1557353_at	1557353_at	1557353_at	1.301606201	0.367096828
1557366_at_1557366_at	1557366_at	1557366_at	-0.26852711	0.69787771
1557375_at_1557375_at	1557375_at	1557375_at	-1.176708755	0.450742901
1557383_a_at_1557383_a_at	1557383_a_at	1557383_a_at	0.871669357	0.002534975
1557398_at_1557398_at	1557398_at	1557398_at	1.87980576	0.332039338
1557400_at_1557400_at	1557400_at	1557400_at	-1.632615804	0.246187847
1557402_at_1557402_at	1557402_at	1557402_at	-0.629352033	0.868792146
1557403_s_at_1557403_s_at	1557403_s_at	1557403_s_at	0.65427814	0.47684543
1557404_at_1557404_at	1557404_at	1557404_at	-3.18403859	0.386449196
1557409_at_1557409_at	1557409_at	1557409_at	1.277007987	0.121012349
1557413_a_at_1557413_a_at	1557413_a_at	1557413_a_at	0.463003836	0.72666225
1557417_s_at_1557417_s_at	1557417_s_at	1557417_s_at	-4.800648103	0.178196887
1557421_at_1557421_at	1557421_at	1557421_at	2.977369138	0.084300526
1557422_at_1557422_at	1557422_at	1557422_at	-2.774931141	0.200607633
1557424_at_1557424_at	1557424_at	1557424_at	1.954012999	0.676217315
1557427_at_1557427_at	1557427_at	1557427_at	-1.709361975	0.626144089
1557431_at_1557431_at	1557431_at	1557431_at	1.88882568	0.435417182
1557433_at_1557433_at	1557433_at	1557433_at	0.001236155	0.998971208
1557437_a_at_1557437_a_at	1557437_a_at	1557437_a_at	0.597762465	0.434256178
1557438_at_1557438_at	1557438_at	1557438_at	1.287153477	0.481197266
1557439_at_1557439_at	1557439_at	1557439_at	0.214670442	0.964408335
1557443_s_at_1557443_s_at	1557443_s_at	1557443_s_at	-2.136420461	0.638766369
1557448_a_at_1557448_a_at	1557448_a_at	1557448_a_at	1.771370055	0.005103687
1557452_at_1557452_at	1557452_at	1557452_at	1.197327284	0.042728291
1557453_at_1557453_at	1557453_at	1557453_at	-1.96611964	0.411465571
1557456_a_at_1557456_a_at	1557456_a_at	1557456_a_at	-6.291906304	0.205924426
1557457_at_1557457_at	1557457_at	1557457_at	6.043016032	0.033926241
1557459_at_1557459_at	1557459_at	1557459_at	1.064018993	0.082796529
1557463_at_1557463_at	1557463_at	1557463_at	0.74115838	0.845521434
1557468_at_1557468_at	1557468_at	1557468_at	-1.094336839	0.781062832
1557475_at_1557475_at	1557475_at	1557475_at	4.08008345	0.097166565
1557477_at_1557477_at	1557477_at	1557477_at	0.142737974	0.855807182
1557478_at_1557478_at	1557478_at	1557478_at	-0.101181435	0.915546777
1557479_at_1557479_at	1557479_at	1557479_at	0.183817979	0.933664671
1557484_at_1557484_at	1557484_at	1557484_at	-2.79517604	0.398156852
1557486_at_1557486_at	1557486_at	1557486_at	-8.617619108	0.107004966
1557487_at_1557487_at	1557487_at	1557487_at	0.554124793	0.33941057
1557495_at_1557495_at	1557495_at	1557495_at	-4.077267329	0.069220109
1557498_a_at_1557498_a_at	1557498_a_at	1557498_a_at	0.2523308	0.949525508
1557501_a_at_1557501_a_at	1557501_a_at	1557501_a_at	3.282793499	0.013683945
1557504_at_1557504_at	1557504_at	1557504_at	1.764665765	0.04964915
1557505_a_at_1557505_a_at	1557505_a_at	1557505_a_at	1.505626801	0.017556426
1557506_a_at_1557506_a_at	1557506_a_at	1557506_a_at	-1.118960899	0.322208825
1557507_at_1557507_at	1557507_at	1557507_at	-0.56215478	0.33906058
1557511_at_1557511_at	1557511_at	1557511_at	-1.789951309	0.649571571
1557512_at_1557512_at	1557512_at	1557512_at	2.144895686	0.008530169
1557513_a_at_1557513_a_at	1557513_a_at	1557513_a_at	-0.276894723	0.836842541
1557514_a_at_1557514_a_at	1557514_a_at	1557514_a_at	1.104255977	0.70516526
