	X54675	X54675.1	gemcitabine.coeff	gemcitabine.pvalue
233088_at_233088_at	233088_at	233088_at	4.274928239	0.144038067
233090_at_233090_at	233090_at	233090_at	0.320787033	0.542947829
233094_at_233094_at	233094_at	233094_at	-2.249927489	0.459830025
233095_at_233095_at	233095_at	233095_at	4.218211231	0.176827913
233097_x_at_233097_x_at	233097_x_at	233097_x_at	0.747378145	0.742221068
233099_at_233099_at	233099_at	233099_at	3.045515836	0.194331948
233102_at_233102_at	233102_at	233102_at	-4.862230937	0.079236675
233103_at_233103_at	233103_at	233103_at	-0.899197394	0.783603393
233105_at_233105_at	233105_at	233105_at	0.501502959	0.466819238
233107_at_233107_at	233107_at	233107_at	-2.237464749	0.465144675
233108_at_233108_at	233108_at	233108_at	2.799535839	0.3952265
233112_at_233112_at	233112_at	233112_at	0.108150967	0.832808078
233113_at_233113_at	233113_at	233113_at	-15.39804995	0.006017894
233114_at_233114_at	233114_at	233114_at	1.780191739	0.263281188
233115_at_233115_at	233115_at	233115_at	0.529669567	0.750180844
233116_at_233116_at	233116_at	233116_at	-3.637230122	0.026458828
233117_at_233117_at	233117_at	233117_at	2.618199314	0.22013752
233118_at_233118_at	233118_at	233118_at	-4.016513158	0.385662989
233120_at_233120_at	233120_at	233120_at	-1.68552553	0.632064577
233121_at_233121_at	233121_at	233121_at	0.821063919	0.248840975
233125_at_233125_at	233125_at	233125_at	-0.944592121	0.738046088
233127_at_233127_at	233127_at	233127_at	1.562824947	0.237929589
233128_at_233128_at	233128_at	233128_at	-0.914005752	0.761639095
233129_at_233129_at	233129_at	233129_at	-3.306529716	0.360643036
233130_at_233130_at	233130_at	233130_at	0.019284377	0.978095583
233133_at_233133_at	233133_at	233133_at	1.036286618	0.484415295
233135_at_233135_at	233135_at	233135_at	-3.853500452	0.242195252
233137_at_233137_at	233137_at	233137_at	-5.071662772	0.263668962
233139_at_233139_at	233139_at	233139_at	1.398880206	0.794236658
233142_at_233142_at	233142_at	233142_at	-0.372098066	0.466967073
233147_at_233147_at	233147_at	233147_at	-8.393518633	0.050673611
233149_at_233149_at	233149_at	233149_at	-0.214434896	0.950547073
233152_x_at_233152_x_at	233152_x_at	233152_x_at	-0.306764432	0.770004891
233153_at_233153_at	233153_at	233153_at	-6.996894601	0.016121195
233154_at_233154_at	233154_at	233154_at	1.073501894	0.191569863
233161_at_233161_at	233161_at	233161_at	0.618697877	0.548224986
233162_at_233162_at	233162_at	233162_at	-6.608048928	0.068250812
233163_at_233163_at	233163_at	233163_at	0.660271366	0.707265142
233170_at_233170_at	233170_at	233170_at	-2.679945327	0.495890453
233172_at_233172_at	233172_at	233172_at	2.595119161	0.508365777
233176_at_233176_at	233176_at	233176_at	0.258702402	0.571233482
233180_at_233180_at	233180_at	233180_at	0.314620411	0.56378103
233181_at_233181_at	233181_at	233181_at	-2.487241978	0.148149895
233185_at_233185_at	233185_at	233185_at	-2.07865832	0.411615837
233187_s_at_233187_s_at	233187_s_at	233187_s_at	0.605166992	0.635482912
233189_at_233189_at	233189_at	233189_at	-0.130859182	0.961324857
233190_at_233190_at	233190_at	233190_at	2.395829663	0.660081296
233194_at_233194_at	233194_at	233194_at	3.048156713	0.225438364
233196_at_233196_at	233196_at	233196_at	-0.418987433	0.337997499
233200_at_233200_at	233200_at	233200_at	-4.253994381	0.258254321
233201_at_233201_at	233201_at	233201_at	-0.519264709	0.893256948
233204_at_233204_at	233204_at	233204_at	1.494148849	0.236775896
233205_at_233205_at	233205_at	233205_at	-0.886471863	0.207816787
233212_at_233212_at	233212_at	233212_at	2.977615437	0.171612429
233213_at_233213_at	233213_at	233213_at	1.464469612	0.598020543
233214_at_233214_at	233214_at	233214_at	0.185832263	0.813058566
233217_at_233217_at	233217_at	233217_at	-0.629760879	0.826809926
233218_at_233218_at	233218_at	233218_at	-0.043877677	0.990105809
233219_at_233219_at	233219_at	233219_at	-0.89468711	0.330872692
233222_at_233222_at	233222_at	233222_at	2.148799326	0.387731373
233223_at_233223_at	233223_at	233223_at	0.110900862	0.77314308
233224_at_233224_at	233224_at	233224_at	-0.814450575	0.40868772
233225_at_233225_at	233225_at	233225_at	0.709069474	0.518143884
233228_at_233228_at	233228_at	233228_at	0.119045025	0.908076718
233235_x_at_233235_x_at	233235_x_at	233235_x_at	0.34017823	0.904254061
233237_at_233237_at	233237_at	233237_at	3.055392672	0.293109956
233238_s_at_233238_s_at	233238_s_at	233238_s_at	-1.501569793	0.648975786
233239_at_233239_at	233239_at	233239_at	0.094604767	0.915069195
233240_at_233240_at	233240_at	233240_at	0.374184076	0.817632116
233243_at_233243_at	233243_at	233243_at	-0.20823053	0.85100079
233244_at_233244_at	233244_at	233244_at	3.652097688	0.129945312
233246_at_233246_at	233246_at	233246_at	0.570912072	0.646651418
233248_at_233248_at	233248_at	233248_at	-1.11878532	0.382661893
233249_at_233249_at	233249_at	233249_at	-2.891929825	0.560045699
233253_at_233253_at	233253_at	233253_at	-1.698598522	0.215339827
233256_at_233256_at	233256_at	233256_at	1.833440205	0.637375913
233257_at_233257_at	233257_at	233257_at	-1.037426717	0.059476954
233258_at_233258_at	233258_at	233258_at	-2.887615668	0.36588418
233260_at_233260_at	233260_at	233260_at	1.357784101	0.636658224
233262_at_233262_at	233262_at	233262_at	-0.210210815	0.837130341
233263_at_233263_at	233263_at	233263_at	-0.252016803	0.829179911
233264_at_233264_at	233264_at	233264_at	-1.174104359	0.280716659
233265_at_233265_at	233265_at	233265_at	0.483468638	0.717371643
233266_at_233266_at	233266_at	233266_at	-5.773109309	0.126296889
233269_at_233269_at	233269_at	233269_at	-0.152699821	0.884861716
233270_x_at_233270_x_at	233270_x_at	233270_x_at	-0.196797476	0.842329115
233271_at_233271_at	233271_at	233271_at	-0.721888855	0.386053381
233272_at_233272_at	233272_at	233272_at	-4.683738781	0.054292646
233273_at_233273_at	233273_at	233273_at	0.233887603	0.614045748
233274_at_233274_at	233274_at	233274_at	1.348474518	0.192510305
233275_at_233275_at	233275_at	233275_at	-0.933636226	0.363738359
233276_at_233276_at	233276_at	233276_at	0.383481601	0.374258407
233279_at_233279_at	233279_at	233279_at	3.07586986	0.0697733
233280_at_233280_at	233280_at	233280_at	0.875203273	0.128862249
233281_at_233281_at	233281_at	233281_at	2.553981232	0.405303586
233282_at_233282_at	233282_at	233282_at	-1.607417414	0.602237162
233283_at_233283_at	233283_at	233283_at	0.29630603	0.924396543
233284_at_233284_at	233284_at	233284_at	0.466338775	0.621039463
233285_at_233285_at	233285_at	233285_at	-1.580860602	0.467670829
233286_at_233286_at	233286_at	233286_at	2.485838185	0.057169027
233289_at_233289_at	233289_at	233289_at	-1.246470092	0.045089059
233290_at_233290_at	233290_at	233290_at	-1.391389997	0.325329888
233291_at_233291_at	233291_at	233291_at	1.363787188	0.27701398
233292_s_at_233292_s_at	233292_s_at	233292_s_at	0.795026143	0.53561573
233295_at_233295_at	233295_at	233295_at	-11.22385083	0.033094397
233296_x_at_233296_x_at	233296_x_at	233296_x_at	1.729792802	0.278966226
233300_at_233300_at	233300_at	233300_at	0.084021102	0.904019995
233302_at_233302_at	233302_at	233302_at	0.660082152	0.234350304
233303_at_233303_at	233303_at	233303_at	0.000865801	0.999240778
233306_at_233306_at	233306_at	233306_at	1.612784436	0.412556724
233307_x_at_233307_x_at	233307_x_at	233307_x_at	2.343012197	0.395801949
233309_at_233309_at	233309_at	233309_at	0.234406105	0.84984342
233310_at_233310_at	233310_at	233310_at	0.429953601	0.674857134
233313_at_233313_at	233313_at	233313_at	-1.530749717	0.268888657
233315_at_233315_at	233315_at	233315_at	0.048269456	0.958754474
233316_at_233316_at	233316_at	233316_at	-5.293282202	0.208617369
233318_at_233318_at	233318_at	233318_at	1.529654801	0.743228619
233319_x_at_233319_x_at	233319_x_at	233319_x_at	1.095082335	0.502377254
233323_at_233323_at	233323_at	233323_at	0.099619446	0.938464328
233330_s_at_233330_s_at	233330_s_at	233330_s_at	1.44297132	0.218858668
233331_at_233331_at	233331_at	233331_at	-1.279954747	0.606137174
233332_at_233332_at	233332_at	233332_at	-3.34697085	0.555799414
233334_x_at_233334_x_at	233334_x_at	233334_x_at	-1.031729005	0.114311999
233335_at_233335_at	233335_at	233335_at	2.342756797	0.14024559
233336_at_233336_at	233336_at	233336_at	7.727954971	0.026325181
233338_at_233338_at	233338_at	233338_at	-0.295573366	0.93020047
233346_at_233346_at	233346_at	233346_at	-0.864174065	0.248295317
233348_at_233348_at	233348_at	233348_at	-0.936006189	0.524932015
233351_at_233351_at	233351_at	233351_at	8.726615057	0.084818529
233352_at_233352_at	233352_at	233352_at	-0.235771216	0.834071687
233354_at_233354_at	233354_at	233354_at	0.342133721	0.635872431
233356_at_233356_at	233356_at	233356_at	-1.212097442	0.657370956
233357_at_233357_at	233357_at	233357_at	-1.862081922	0.562123105
233358_at_233358_at	233358_at	233358_at	-1.140448303	0.481736498
233359_at_233359_at	233359_at	233359_at	-0.365565873	0.694550728
233363_at_233363_at	233363_at	233363_at	0.837565185	0.840448236
233364_s_at_233364_s_at	233364_s_at	233364_s_at	0.319484006	0.357581569
233365_at_233365_at	233365_at	233365_at	0.97502891	0.124144248
233367_at_233367_at	233367_at	233367_at	1.623644039	0.541429828
233369_at_233369_at	233369_at	233369_at	0.293767675	0.724481268
233370_at_233370_at	233370_at	233370_at	-1.838594851	0.522754231
233372_at_233372_at	233372_at	233372_at	0.064115892	0.974996608
233373_at_233373_at	233373_at	233373_at	0.517464624	0.915672165
233374_at_233374_at	233374_at	233374_at	-0.594166649	0.771409562
233376_at_233376_at	233376_at	233376_at	3.410534698	0.068452833
233377_at_233377_at	233377_at	233377_at	-0.165522742	0.887280496
233378_at_233378_at	233378_at	233378_at	2.934693907	0.172922954
233383_at_233383_at	233383_at	233383_at	2.962902786	0.300197013
233384_at_233384_at	233384_at	233384_at	2.474479298	0.317491281
233386_at_233386_at	233386_at	233386_at	-0.933745182	0.227204598
233388_at_233388_at	233388_at	233388_at	0.729554631	0.035339773
233390_at_233390_at	233390_at	233390_at	-0.681688238	0.831758128
233392_at_233392_at	233392_at	233392_at	0.100377984	0.983335504
233393_at_233393_at	233393_at	233393_at	-0.165775569	0.920786148
233395_at_233395_at	233395_at	233395_at	0.259079812	0.857980782
233397_at_233397_at	233397_at	233397_at	4.868226085	0.250890771
233398_at_233398_at	233398_at	233398_at	0.485117722	0.686299049
233399_x_at_233399_x_at	233399_x_at	233399_x_at	0.34502446	0.844332624
233400_at_233400_at	233400_at	233400_at	-0.699355595	0.14651535
233401_at_233401_at	233401_at	233401_at	0.81789451	0.031103077
233402_at_233402_at	233402_at	233402_at	-0.537754448	0.818157166
233404_at_233404_at	233404_at	233404_at	-1.677025231	0.25285339
233405_at_233405_at	233405_at	233405_at	0.552283909	0.56986605
233406_at_233406_at	233406_at	233406_at	0.494818717	0.4944356
233407_at_233407_at	233407_at	233407_at	-1.384538498	0.693529784
233410_at_233410_at	233410_at	233410_at	3.690793131	0.384977188
233411_at_233411_at	233411_at	233411_at	2.325490426	0.052718877
233412_x_at_233412_x_at	233412_x_at	233412_x_at	2.718163989	0.34595318
233413_at_233413_at	233413_at	233413_at	-1.770844548	0.595190375
233415_at_233415_at	233415_at	233415_at	-0.179118412	0.863050073
233416_at_233416_at	233416_at	233416_at	-1.755591698	0.589822796
233417_at_233417_at	233417_at	233417_at	-0.089718602	0.943293606
233419_at_233419_at	233419_at	233419_at	-0.702308883	0.661001887
233420_at_233420_at	233420_at	233420_at	-1.412012904	0.641327795
233422_at_233422_at	233422_at	233422_at	3.458021145	0.234213399
233424_at_233424_at	233424_at	233424_at	4.358805682	0.254587222
233425_at_233425_at	233425_at	233425_at	0.998228391	0.260962344
233426_at_233426_at	233426_at	233426_at	2.214665375	0.504329593
233427_x_at_233427_x_at	233427_x_at	233427_x_at	0.327071436	0.866042759
233428_at_233428_at	233428_at	233428_at	-1.97971646	0.108385619
233431_x_at_233431_x_at	233431_x_at	233431_x_at	0.689634653	0.520165215
233433_at_233433_at	233433_at	233433_at	-1.967729252	0.484539943
233434_at_233434_at	233434_at	233434_at	4.758071847	0.138097529
233435_at_233435_at	233435_at	233435_at	0.512793532	0.6552885
233440_at_233440_at	233440_at	233440_at	0.118686765	0.915941116
233442_at_233442_at	233442_at	233442_at	1.266837495	0.039095175
233444_at_233444_at	233444_at	233444_at	-1.409362223	0.636435359
233445_at_233445_at	233445_at	233445_at	0.375309917	0.648392334
233448_s_at_233448_s_at	233448_s_at	233448_s_at	-0.074137853	0.961138062
233449_at_233449_at	233449_at	233449_at	0.954556695	0.178021972
233450_at_233450_at	233450_at	233450_at	0.876864528	0.459719599
233452_at_233452_at	233452_at	233452_at	-6.88643998	0.017448698
233453_at_233453_at	233453_at	233453_at	7.597772978	0.031269989
233455_at_233455_at	233455_at	233455_at	-1.644190796	0.29278326
233456_at_233456_at	233456_at	233456_at	-2.6653503	0.396961299
233457_at_233457_at	233457_at	233457_at	3.061324263	0.474963094
233460_at_233460_at	233460_at	233460_at	-11.13778489	0.009941695
233465_at_233465_at	233465_at	233465_at	-0.538857683	0.733220355
233466_at_233466_at	233466_at	233466_at	0.414354478	0.917872455
233468_at_233468_at	233468_at	233468_at	2.528111881	0.371441355
233473_x_at_233473_x_at	233473_x_at	233473_x_at	0.246453241	0.826906876
233475_at_233475_at	233475_at	233475_at	-0.795990879	0.78765333
233476_at_233476_at	233476_at	233476_at	2.12505324	0.237305349
233478_at_233478_at	233478_at	233478_at	-0.120924595	0.946054263
233479_at_233479_at	233479_at	233479_at	-1.147347673	0.156462623
233481_at_233481_at	233481_at	233481_at	1.891405098	0.543466365
233482_at_233482_at	233482_at	233482_at	1.26407507	0.208945549
233484_at_233484_at	233484_at	233484_at	0.802515695	0.843498102
233485_at_233485_at	233485_at	233485_at	4.630962562	0.046896903
233486_at_233486_at	233486_at	233486_at	0.586044306	0.849746592
233492_s_at_233492_s_at	233492_s_at	233492_s_at	-1.284385682	0.397790922
233497_at_233497_at	233497_at	233497_at	-0.650985687	0.842197078
233501_at_233501_at	233501_at	233501_at	-0.010018646	0.997261526
233502_at_233502_at	233502_at	233502_at	0.20000848	0.960913785
233505_at_233505_at	233505_at	233505_at	1.87004061	0.536744904
233506_at_233506_at	233506_at	233506_at	-0.127340303	0.840171001
233507_at_233507_at	233507_at	233507_at	1.151836459	0.700368561
233511_at_233511_at	233511_at	233511_at	0.685014817	0.689199491
233513_at_233513_at	233513_at	233513_at	-1.908106576	0.589177506
233515_at_233515_at	233515_at	233515_at	1.70986521	0.293410502
233518_at_233518_at	233518_at	233518_at	0.091020604	0.829520883
233519_at_233519_at	233519_at	233519_at	2.417110581	0.189332417
233521_at_233521_at	233521_at	233521_at	-0.208498455	0.949987184
233522_at_233522_at	233522_at	233522_at	-0.986128417	0.753272891
233526_at_233526_at	233526_at	233526_at	-0.305113105	0.926704864
233528_s_at_233528_s_at	233528_s_at	233528_s_at	0.940011402	0.171885173
233529_at_233529_at	233529_at	233529_at	3.382958035	0.292160197
233542_at_233542_at	233542_at	233542_at	-5.122912494	0.273223963
233548_at_233548_at	233548_at	233548_at	-1.276215287	0.653391526
233552_at_233552_at	233552_at	233552_at	1.110248809	0.494158174
233553_at_233553_at	233553_at	233553_at	0.879598473	0.64052419
233554_at_233554_at	233554_at	233554_at	-0.382857968	0.696602436
233570_at_233570_at	233570_at	233570_at	-0.115453147	0.958576461
233577_at_233577_at	233577_at	233577_at	-0.396302561	0.929225845
233579_at_233579_at	233579_at	233579_at	-6.390115939	0.024533627
233580_at_233580_at	233580_at	233580_at	-3.622081582	0.071476878
233581_at_233581_at	233581_at	233581_at	0.033404814	0.991565537
233583_at_233583_at	233583_at	233583_at	0.387072918	0.911426575
233590_at_233590_at	233590_at	233590_at	-0.181089484	0.944904122
233591_at_233591_at	233591_at	233591_at	5.720118643	0.294716432
233592_at_233592_at	233592_at	233592_at	-1.618295424	0.237133829
233593_at_233593_at	233593_at	233593_at	0.367395936	0.871046084
233596_at_233596_at	233596_at	233596_at	0.579505225	0.504133351
233601_at_233601_at	233601_at	233601_at	-2.547054325	0.444714954
233602_at_233602_at	233602_at	233602_at	-9.154024469	0.051873144
233603_at_233603_at	233603_at	233603_at	-2.286850323	0.508775257
233606_at_233606_at	233606_at	233606_at	-3.07305707	0.16081974
233607_at_233607_at	233607_at	233607_at	-0.59330393	0.247800951
233608_at_233608_at	233608_at	233608_at	-0.504765267	0.376299949
233611_at_233611_at	233611_at	233611_at	1.122848561	0.161799283
233612_at_233612_at	233612_at	233612_at	0.117115853	0.960580246
233614_at_233614_at	233614_at	233614_at	-0.408531254	0.56652421
233616_at_233616_at	233616_at	233616_at	4.006794472	0.261243167
233618_at_233618_at	233618_at	233618_at	-0.269616825	0.904045025
233619_at_233619_at	233619_at	233619_at	4.845399056	0.264834713
233622_x_at_233622_x_at	233622_x_at	233622_x_at	3.058316032	0.6372915
233623_at_233623_at	233623_at	233623_at	-1.233214591	0.663237048
233624_at_233624_at	233624_at	233624_at	11.89813195	0.037091761
233626_at_233626_at	233626_at	233626_at	0.361406046	0.702670446
233627_at_233627_at	233627_at	233627_at	-0.330266728	0.906105623
233628_at_233628_at	233628_at	233628_at	5.24335858	0.34991343
233629_at_233629_at	233629_at	233629_at	2.867500179	0.362748867
233631_x_at_233631_x_at	233631_x_at	233631_x_at	-0.495360068	0.85025885
