	X54675	X54675.1	doxorubicin.coeff	doxorubicin.pvalue
ATRIP_1552937_s_at	ATRIP	1552937_s_at	0.316263827	0.616980529
ATRN_212517_at	ATRN	212517_at	-0.888174615	0.037209838
ATRNL1_213744_at	ATRNL1	213744_at	0.924093174	0.441382834
ATRX_208861_s_at	ATRX	208861_s_at	-1.001337174	0.180430821
ATXN1_203231_s_at	ATXN1	203231_s_at	0.378300106	0.12268553
ATXN10_208833_s_at	ATXN10	208833_s_at	-0.257424493	0.706318599
ATXN1L_226095_s_at	ATXN1L	226095_s_at	1.524714322	0.002443389
ATXN2_202622_s_at	ATXN2	202622_s_at	1.388479512	0.102128764
ATXN2L_228767_at	ATXN2L	228767_at	2.189091811	0.156549411
ATXN3_235240_at	ATXN3	235240_at	-1.298049914	0.021818891
ATXN3L_216539_at	ATXN3L	216539_at	-1.271967955	0.637575174
ATXN7_209964_s_at	ATXN7	209964_s_at	0.5465132	0.248861675
ATXN7L1_232265_at	ATXN7L1	232265_at	-1.173419781	0.152096643
ATXN7L2_230038_at	ATXN7L2	230038_at	0.104792657	0.920028853
ATXN7L3_224969_at	ATXN7L3	224969_at	-1.403600181	0.143784018
ATXN7L3B_212114_at	ATXN7L3B	212114_at	0.608216892	0.177494667
ATXN8OS_216404_at	ATXN8OS	216404_at	0.018454734	0.990317758
AUH_205052_at	AUH	205052_at	-0.237051018	0.62313518
AUP1_220525_s_at	AUP1	220525_s_at	-0.688070412	0.342752022
AURKA_204092_s_at	AURKA	204092_s_at	0.587210323	0.249040722
AURKAIP1_227546_x_at	AURKAIP1	227546_x_at	1.598090333	0.150746436
AURKB_239219_at	AURKB	239219_at	-0.368285766	0.255891739
AURKC_211107_s_at	AURKC	211107_s_at	-0.577013821	0.321304938
AUTS2_243365_s_at	AUTS2	243365_s_at	1.08996213	0.200120944
AVEN_219366_at	AVEN	219366_at	-0.784282531	0.043426267
AVIL_205539_at	AVIL	205539_at	0.836659154	0.054047901
AVL9_212474_at	AVL9	212474_at	0.470557461	0.262394133
AVP_207848_at	AVP	207848_at	-1.344113397	0.495748855
AVPI1_218631_at	AVPI1	218631_at	0.592116592	0.053355074
AVPR1A_206250_x_at	AVPR1A	206250_x_at	4.939162589	0.01473313
AVPR1B_208260_at	AVPR1B	208260_at	-1.134240825	0.421411111
AVPR2_208111_at	AVPR2	208111_at	-1.694026162	0.195732978
AWAT1_1560507_at	AWAT1	1560507_at	-1.327563338	0.495450632
AXDND1_1552870_s_at	AXDND1	1552870_s_at	1.405454493	0.395923121
AXIN1_212849_at	AXIN1	212849_at	-1.138371978	0.131604648
AXIN2_222696_at	AXIN2	222696_at	-1.036475113	0.005719254
AXL_202685_s_at	AXL	202685_s_at	0.171451837	0.455896146
AZGP1_217014_s_at	AZGP1	217014_s_at	-0.111912158	0.318161464
AZGP1P1_217013_at	AZGP1P1	217013_at	0.167532571	0.799152665
AZI1_214742_at	AZI1	214742_at	-0.685892629	0.235342093
AZI2_227905_s_at	AZI2	227905_s_at	-1.142330566	0.047820086
AZIN1_212461_at	AZIN1	212461_at	0.891467761	0.101323166
AZU1_214575_s_at	AZU1	214575_s_at	3.465504757	0.194441844
B2M_201891_s_at	B2M	201891_s_at	0.359104175	0.069935493
B3GALNT1_211812_s_at	B3GALNT1	211812_s_at	0.512057494	0.012084973
B3GALNT2_226233_at	B3GALNT2	226233_at	-0.900157122	0.20822732
B3GALT1_220829_s_at	B3GALT1	220829_s_at	-1.915640729	0.146584497
B3GALT2_217452_s_at	B3GALT2	217452_s_at	-0.713141534	0.059938547
B3GALT4_210205_at	B3GALT4	210205_at	0.316581567	0.28859106
B3GALT5_206947_at	B3GALT5	206947_at	0.913953236	0.614221961
B3GALT6_1553959_a_at	B3GALT6	1553959_a_at	-1.144993556	0.054140512
B3GALTL_227100_at	B3GALTL	227100_at	-0.769117289	0.057359824
B3GAT1_219521_at	B3GAT1	219521_at	-1.534759093	0.021127946
B3GAT2_234146_at	B3GAT2	234146_at	-4.346386332	0.045798795
B3GAT3_203452_at	B3GAT3	203452_at	0.303415041	0.578997981
B3GNT1_228203_at	B3GNT1	228203_at	-0.800103659	0.694667799
B3GNT2_219326_s_at	B3GNT2	219326_s_at	0.229671683	0.532807483
B3GNT3_204856_at	B3GNT3	204856_at	0.400949349	0.265963722
B3GNT4_221240_s_at	B3GNT4	221240_s_at	0.125128109	0.884520169
B3GNT5_225612_s_at	B3GNT5	225612_s_at	-0.127713172	0.334255769
B3GNT6_1552833_at	B3GNT6	1552833_at	-1.014409511	0.487244241
B3GNT7_232337_at	B3GNT7	232337_at	3.624516176	0.041298108
B3GNT8_237338_at	B3GNT8	237338_at	2.74248443	0.104442709
B3GNT9_226058_at	B3GNT9	226058_at	-0.085126737	0.766581228
B3GNTL1_215055_at	B3GNTL1	215055_at	-0.543512205	0.756860491
B4GALNT1_1555385_at	B4GALNT1	1555385_at	-0.422570262	0.592893828
B4GALNT2_1552903_at	B4GALNT2	1552903_at	-0.690046423	0.43468544
B4GALNT3_229909_at	B4GALNT3	229909_at	-0.323070959	0.608468117
B4GALNT4_238080_at	B4GALNT4	238080_at	-1.332705822	0.107355943
B4GALT1_229403_at	B4GALT1	229403_at	-2.739916996	0.150328574
B4GALT2_209413_at	B4GALT2	209413_at	-1.632675035	0.020080996
B4GALT3_238312_s_at	B4GALT3	238312_s_at	-1.284350479	0.570615329
B4GALT4_210540_s_at	B4GALT4	210540_s_at	0.05216881	0.878675286
B4GALT5_221485_at	B4GALT5	221485_at	-0.502236182	0.105631644
B4GALT6_206233_at	B4GALT6	206233_at	-0.341809185	0.312758663
B4GALT7_222191_s_at	B4GALT7	222191_s_at	-0.833451397	0.174456566
B7H6_229715_at	B7H6	229715_at	-0.070957387	0.798843811
B9D1_205662_at	B9D1	205662_at	0.271814143	0.627248837
B9D2_219766_at	B9D2	219766_at	-0.543696789	0.522417511
BAALC_222780_s_at	BAALC	222780_s_at	-0.566859867	0.151925048
BAAT_206913_at	BAAT	206913_at	-0.875684031	0.501736642
BABAM1_221711_s_at	BABAM1	221711_s_at	0.489099671	0.506272992
BACE1_222462_s_at	BACE1	222462_s_at	0.253642117	0.450331096
BACE2_217867_x_at	BACE2	217867_x_at	0.141795629	0.332698715
BACH1_204194_at	BACH1	204194_at	-0.868298215	0.021750741
BACH2_236796_at	BACH2	236796_at	1.805646941	0.181802645
BAD_209364_at	BAD	209364_at	0.948473036	0.108209882
BAG1_229720_at	BAG1	229720_at	0.3548302	0.145018002
BAG2_230879_at	BAG2	230879_at	-0.909463941	0.025178956
BAG3_217911_s_at	BAG3	217911_s_at	0.650499888	0.079828893
BAG4_222909_s_at	BAG4	222909_s_at	0.295329549	0.526159563
BAG5_202984_s_at	BAG5	202984_s_at	0.834215876	0.098724598
BAG6_230513_at	BAG6	230513_at	-1.371486397	0.407099141
BAGE_1555369_at	BAGE	1555369_at	1.502713478	0.016609718
BAHCC1_219218_at	BAHCC1	219218_at	-0.560142642	0.183692382
BAHD1_203051_at	BAHD1	203051_at	-0.33232788	0.631533718
BAI1_206083_at	BAI1	206083_at	-0.8065325	0.587135056
BAI2_204966_at	BAI2	204966_at	-0.395212001	0.385327833
BAI3_205638_at	BAI3	205638_at	-1.965294238	0.14322087
BAIAP2_209502_s_at	BAIAP2	209502_s_at	0.893745216	0.033958868
BAIAP2L1_222675_s_at	BAIAP2L1	222675_s_at	-0.141590037	0.75826359
BAIAP2L2_221178_at	BAIAP2L2	221178_at	-0.914193646	0.317583339
BAIAP3_216356_x_at	BAIAP3	216356_x_at	0.115173271	0.924431576
BAK1_203728_at	BAK1	203728_at	-0.317451942	0.634167018
BAMBI_203304_at	BAMBI	203304_at	0.366064409	0.036227671
BANF1_210125_s_at	BANF1	210125_s_at	0.624820562	0.395749708
BANF2_232766_at	BANF2	232766_at	-0.17987161	0.929459754
BANK1_219667_s_at	BANK1	219667_s_at	0.423958316	0.104082194
BANP_228928_x_at	BANP	228928_x_at	0.519307185	0.434544333
BAP1_201419_at	BAP1	201419_at	-0.302938693	0.59861566
BARD1_205345_at	BARD1	205345_at	-0.702410432	0.211399152
BARHL1_224092_at	BARHL1	224092_at	-2.30495392	0.17178095
BARX1_219845_at	BARX1	219845_at	0.292694015	0.433239548
BARX2_210419_at	BARX2	210419_at	-0.805658536	0.19287971
BASP1_202391_at	BASP1	202391_at	0.128348745	0.17370481
BATF_205965_at	BATF	205965_at	0.189006131	0.381347898
BATF2_228439_at	BATF2	228439_at	-1.731606142	0.11099523
BATF3_220358_at	BATF3	220358_at	-0.332497796	0.3413085
BAX_208478_s_at	BAX	208478_s_at	-0.190599285	0.642306135
BAZ1A_217986_s_at	BAZ1A	217986_s_at	0.480623821	0.372993735
BAZ1B_211313_s_at	BAZ1B	211313_s_at	-1.706868623	0.083191844
BAZ2A_201355_s_at	BAZ2A	201355_s_at	1.193855284	0.513797009
BAZ2B_217392_at	BAZ2B	217392_at	-1.782204742	0.414249141
BBC3_211692_s_at	BBC3	211692_s_at	-0.606223936	0.388816858
BBIP1_228993_s_at	BBIP1	228993_s_at	0.216618772	0.359717427
BBOX1_205363_at	BBOX1	205363_at	-0.855340001	0.040353251
BBS1_218471_s_at	BBS1	218471_s_at	0.791750523	0.045029354
BBS10_219487_at	BBS10	219487_at	0.372724955	0.365837322
BBS12_229603_at	BBS12	229603_at	-0.45038031	0.19658108
BBS2_223227_at	BBS2	223227_at	0.527487464	0.31976817
BBS4_212744_at	BBS4	212744_at	0.354875945	0.450699562
BBS5_230697_at	BBS5	230697_at	-0.121059016	0.86215436
BBS7_235007_at	BBS7	235007_at	-0.786200164	0.079692207
BBS9_1555555_at	BBS9	1555555_at	0.358168048	0.728246961
BBX_1557239_at	BBX	1557239_at	-0.445614854	0.347509331
BCAM_203009_at	BCAM	203009_at	0.255183803	0.585351215
BCAN_223632_s_at	BCAN	223632_s_at	0.97306131	0.029270341
BCAP29_225677_at	BCAP29	225677_at	-1.020500894	0.031904781
BCAP31_200837_at	BCAP31	200837_at	0.602423012	0.320539744
BCAR1_223116_at	BCAR1	223116_at	0.348396628	0.515426954
BCAR3_204032_at	BCAR3	204032_at	0.375055003	0.223911166
BCAR4_230854_at	BCAR4	230854_at	0.148583105	0.739549601
BCAS1_204378_at	BCAS1	204378_at	0.114920594	0.481622877
BCAS2_203053_at	BCAS2	203053_at	0.483578333	0.21088842
BCAS3_220488_s_at	BCAS3	220488_s_at	0.501646958	0.01747089
BCAS4_220588_at	BCAS4	220588_at	0.456844168	0.084984617
BCAT1_214452_at	BCAT1	214452_at	-0.117663337	0.481323393
BCAT2_203576_at	BCAT2	203576_at	0.202095168	0.645670406
BCCIP_227896_at	BCCIP	227896_at	-0.411175785	0.268326918
BCDIN3D_234979_at	BCDIN3D	234979_at	0.418022726	0.319599546
BCHE_205433_at	BCHE	205433_at	-0.103499245	0.55756745
BCKDHA_202331_at	BCKDHA	202331_at	0.08693294	0.874227809
BCKDHB_210653_s_at	BCKDHB	210653_s_at	-0.38543757	0.401988234
BCKDK_202030_at	BCKDK	202030_at	0.188268011	0.788130991
BCL10_1557257_at	BCL10	1557257_at	-0.469451867	0.306959443
BCL11A_210347_s_at	BCL11A	210347_s_at	-0.729915899	0.040492661
BCL11B_222895_s_at	BCL11B	222895_s_at	0.210942741	0.256719522
BCL2_207004_at	BCL2	207004_at	-1.37914909	0.355842429
BCL2A1_205681_at	BCL2A1	205681_at	-0.567692663	0.702131145
BCL2L1_212312_at	BCL2L1	212312_at	0.844559868	0.070063573
BCL2L10_221320_at	BCL2L10	221320_at	0.464655005	0.779777026
BCL2L11_1553096_s_at	BCL2L11	1553096_s_at	-0.582232356	0.382234947
BCL2L12_233110_s_at	BCL2L12	233110_s_at	0.558992151	0.40569043
BCL2L13_1560977_a_at	BCL2L13	1560977_a_at	-1.807816122	0.256331428
BCL2L14_1569719_at	BCL2L14	1569719_at	-5.73528588	0.081191964
BCL2L15_236083_at	BCL2L15	236083_at	0.974962269	0.351360734
BCL2L2_209311_at	BCL2L2	209311_at	0.373939106	0.566495859
BCL3_204908_s_at	BCL3	204908_s_at	-0.32947423	0.399012389
BCL6_203140_at	BCL6	203140_at	0.317157144	0.333614743
BCL6B_242148_at	BCL6B	242148_at	1.28841732	0.320528973
BCL7A_203796_s_at	BCL7A	203796_s_at	0.552339624	0.138361283
BCL7B_202518_at	BCL7B	202518_at	-0.457425649	0.399786837
BCL7C_219072_at	BCL7C	219072_at	-0.327825537	0.612133968
BCL9_204129_at	BCL9	204129_at	-0.886732132	0.077431646
BCL9L_227616_at	BCL9L	227616_at	0.215178701	0.636142377
BCLAF1_201084_s_at	BCLAF1	201084_s_at	-1.073330535	0.160994427
BCMO1_220087_at	BCMO1	220087_at	0.53937144	0.224241369
BCO2_232449_at	BCO2	232449_at	-0.167344506	0.706665887
BCOR_223915_at	BCOR	223915_at	-0.399341734	0.240449479
BCORL1_233574_at	BCORL1	233574_at	-3.219127262	0.113632075
BCORP1_1562313_at	BCORP1	1562313_at	-0.189071648	0.937232343
BCR_202315_s_at	BCR	202315_s_at	-0.253843318	0.625581242
BCRP3_1553592_x_at	BCRP3	1553592_x_at	-1.208865853	0.538520713
BCS1L_207618_s_at	BCS1L	207618_s_at	-0.453830829	0.515505268
BDH1_211715_s_at	BDH1	211715_s_at	0.479671133	0.021654392
BDH2_218285_s_at	BDH2	218285_s_at	-0.352956361	0.260986662
BDKRB1_207510_at	BDKRB1	207510_at	-0.321902477	0.217995103
BDKRB2_205870_at	BDKRB2	205870_at	-0.158311471	0.592016713
BDNF-AS1_1567359_at	BDNF-AS1	1567359_at	-0.089714958	0.896472354
BDNF_239367_at	BDNF	239367_at	0.143943314	0.601967915
BDP1_226290_at	BDP1	226290_at	0.114468065	0.860997609
BEAN1_214068_at	BEAN1	214068_at	-0.256791707	0.687230542
BECN1_208945_s_at	BECN1	208945_s_at	0.597621342	0.419249755
BEGAIN_220795_s_at	BEGAIN	220795_s_at	0.89124585	0.372766829
BEND2_1553842_at	BEND2	1553842_at	-2.068705753	0.422653504
BEND3_227920_at	BEND3	227920_at	-0.597922297	0.265749243
BEND4_230896_at	BEND4	230896_at	-0.205517519	0.740151496
BEND5_219670_at	BEND5	219670_at	-1.078223433	0.025472643
BEND6_1568820_a_at	BEND6	1568820_a_at	-0.865242475	0.192216674
BEND7_1553327_a_at	BEND7	1553327_a_at	2.00281854	0.365144002
BEST1_207671_s_at	BEST1	207671_s_at	0.656575589	0.527889869
BEST2_207432_at	BEST2	207432_at	0.933847665	0.471809517
BEST3_224520_s_at	BEST3	224520_s_at	-5.616838378	0.023767677
BEST4_1552296_at	BEST4	1552296_at	3.327691198	0.023706844
BET1_202710_at	BET1	202710_at	-0.811459532	0.160740198
BET1L_220470_at	BET1L	220470_at	-0.830232504	0.112880288
BET3L_232368_at	BET3L	232368_at	0.433386227	0.847884878
BEX1_218332_at	BEX1	218332_at	-0.684653342	0.021765562
BEX2_224367_at	BEX2	224367_at	0.101204411	0.649407628
BEX4_215440_s_at	BEX4	215440_s_at	0.047235493	0.786824829
BEX5_229963_at	BEX5	229963_at	0.296986274	0.107858201
BFAR_218056_at	BFAR	218056_at	0.401272476	0.645307872
BFSP1_206746_at	BFSP1	206746_at	-0.281465195	0.451038077
BFSP2_207399_at	BFSP2	207399_at	0.527540705	0.344442137
BGN_213905_x_at	BGN	213905_x_at	-0.224241247	0.277882246
BHLHB9_213709_at	BHLHB9	213709_at	-0.232308852	0.616445891
BHLHE22_244323_at	BHLHE22	244323_at	0.831351091	0.570193908
BHLHE23_234045_x_at	BHLHE23	234045_x_at	0.259276857	0.904304735
BHLHE40_201170_s_at	BHLHE40	201170_s_at	0.170534684	0.467005494
BHLHE41_221530_s_at	BHLHE41	221530_s_at	0.052777345	0.717415752
BHMT_231591_at	BHMT	231591_at	-1.010639192	0.641588111
BHMT2_219902_at	BHMT2	219902_at	-0.957442826	0.192579173
BICC1_213429_at	BICC1	213429_at	-0.313767565	0.035459959
BICD1_1556051_a_at	BICD1	1556051_a_at	-0.229769087	0.480541813
BICD2_213154_s_at	BICD2	213154_s_at	-0.692969778	0.188543358
BID_204493_at	BID	204493_at	0.101955125	0.798661182
BIK_205780_at	BIK	205780_at	0.234651382	0.32562253
BIN1_210202_s_at	BIN1	210202_s_at	-0.380646937	0.133493966
BIN2_219191_s_at	BIN2	219191_s_at	-0.686371333	0.462256928
BIN3_1557582_at	BIN3	1557582_at	-1.370021113	0.180490766
BIRC2_202076_at	BIRC2	202076_at	-0.799637679	0.079599347
BIRC3_210538_s_at	BIRC3	210538_s_at	-0.129977317	0.436640826
BIRC5_210334_x_at	BIRC5	210334_x_at	-0.997836889	0.100958566
BIRC6_233093_s_at	BIRC6	233093_s_at	0.336063327	0.671429104
BIRC7_220451_s_at	BIRC7	220451_s_at	-0.760831546	0.512144547
BIVM_233255_s_at	BIVM	233255_s_at	0.387517138	0.190594377
BLCAP_201032_at	BLCAP	201032_at	0.399995474	0.329718933
BLID_1555675_at	BLID	1555675_at	0.222783371	0.606019502
BLK_210934_at	BLK	210934_at	1.120032453	0.481393284
BLM_205733_at	BLM	205733_at	0.053104858	0.930404385
BLMH_202179_at	BLMH	202179_at	-0.381871048	0.12007998
BLNK_207655_s_at	BLNK	207655_s_at	0.130854532	0.411672675
BLOC1S1_202592_at	BLOC1S1	202592_at	-0.050143996	0.94265567
BLOC1S2_225049_at	BLOC1S2	225049_at	0.746742631	0.12741133
BLOC1S3_228244_at	BLOC1S3	228244_at	0.46493103	0.350985739
BLVRA_203773_x_at	BLVRA	203773_x_at	0.409244653	0.330645918
