	X54675	X54675.1	docetaxel.coeff	docetaxel.pvalue
217779_s_at_217779_s_at	217779_s_at	217779_s_at	1.763150335	0.424093616
218021_at_218021_at	218021_at	218021_at	0.820553437	0.49451733
218094_s_at_218094_s_at	218094_s_at	218094_s_at	-0.740364331	0.105214427
218119_at_218119_at	218119_at	218119_at	-1.655822425	0.413461496
218233_s_at_218233_s_at	218233_s_at	218233_s_at	2.098307171	0.345356304
218280_x_at_218280_x_at	218280_x_at	218280_x_at	0.928497536	0.084664878
218296_x_at_218296_x_at	218296_x_at	218296_x_at	-1.225941064	0.406582239
218310_at_218310_at	218310_at	218310_at	-2.704843568	0.070176345
218317_x_at_218317_x_at	218317_x_at	218317_x_at	-0.284921675	0.710968116
218380_at_218380_at	218380_at	218380_at	-0.755687391	0.079250439
218458_at_218458_at	218458_at	218458_at	1.836043611	0.118540282
218570_at_218570_at	218570_at	218570_at	2.491799704	0.011827887
218680_x_at_218680_x_at	218680_x_at	218680_x_at	1.847312307	0.119541837
218836_at_218836_at	218836_at	218836_at	-4.344792617	0.023005061
218982_s_at_218982_s_at	218982_s_at	218982_s_at	-2.466728313	0.009455696
219043_s_at_219043_s_at	219043_s_at	219043_s_at	-0.456996495	0.839345245
219065_s_at_219065_s_at	219065_s_at	219065_s_at	-3.407059072	0.030926368
219095_at_219095_at	219095_at	219095_at	1.708862417	0.454669008
219108_x_at_219108_x_at	219108_x_at	219108_x_at	-0.474856031	0.698102488
219112_at_219112_at	219112_at	219112_at	3.185621972	0.022296565
219151_s_at_219151_s_at	219151_s_at	219151_s_at	0.731337002	0.410859134
219182_at_219182_at	219182_at	219182_at	-0.025858975	0.981991936
219214_s_at_219214_s_at	219214_s_at	219214_s_at	-1.479679933	0.153797875
219374_s_at_219374_s_at	219374_s_at	219374_s_at	-2.86042976	0.003894433
219376_at_219376_at	219376_at	219376_at	-2.135524441	0.143102233
219422_at_219422_at	219422_at	219422_at	-8.022566686	0.088351459
219477_s_at_219477_s_at	219477_s_at	219477_s_at	1.24195616	0.261288742
219489_s_at_219489_s_at	219489_s_at	219489_s_at	-0.606609265	0.035677063
219517_at_219517_at	219517_at	219517_at	1.529111435	0.006187338
219518_s_at_219518_s_at	219518_s_at	219518_s_at	1.359645184	0.007408392
219575_s_at_219575_s_at	219575_s_at	219575_s_at	-0.185884466	0.861090452
219595_at_219595_at	219595_at	219595_at	2.653678221	0.033491759
219712_s_at_219712_s_at	219712_s_at	219712_s_at	3.568419096	0.363322043
219721_at_219721_at	219721_at	219721_at	-4.749752163	0.254315046
219775_s_at_219775_s_at	219775_s_at	219775_s_at	1.012216981	0.743356667
219776_s_at_219776_s_at	219776_s_at	219776_s_at	-6.483529707	0.098063716
219883_at_219883_at	219883_at	219883_at	0.386694787	0.818745148
219982_s_at_219982_s_at	219982_s_at	219982_s_at	1.157310133	0.373580802
220033_at_220033_at	220033_at	220033_at	1.554643507	0.073932792
220038_at_220038_at	220038_at	220038_at	1.191853786	0.00281172
220057_at_220057_at	220057_at	220057_at	0.225195379	0.430408882
220096_at_220096_at	220096_at	220096_at	-4.616721235	0.1287493
220101_x_at_220101_x_at	220101_x_at	220101_x_at	-6.21530364	0.34740982
220167_s_at_220167_s_at	220167_s_at	220167_s_at	-0.447154961	0.426154611
220175_s_at_220175_s_at	220175_s_at	220175_s_at	1.882089733	0.184761688
220190_s_at_220190_s_at	220190_s_at	220190_s_at	-6.695646944	0.190234355
220219_s_at_220219_s_at	220219_s_at	220219_s_at	-1.378559549	0.402975852
220233_at_220233_at	220233_at	220233_at	-1.191353723	0.030054955
220257_x_at_220257_x_at	220257_x_at	220257_x_at	-0.507168682	0.53022799
220296_at_220296_at	220296_at	220296_at	0.940814805	0.330835129
220314_at_220314_at	220314_at	220314_at	1.6020135	0.49974273
220375_s_at_220375_s_at	220375_s_at	220375_s_at	6.19305891	0.023526712
220396_at_220396_at	220396_at	220396_at	-1.547330346	0.488375329
220425_x_at_220425_x_at	220425_x_at	220425_x_at	-2.068853271	0.469175219
220436_at_220436_at	220436_at	220436_at	-3.452293693	0.243732565
220442_at_220442_at	220442_at	220442_at	2.626028109	0.003068121
220445_s_at_220445_s_at	220445_s_at	220445_s_at	-0.289476371	0.303548734
220450_at_220450_at	220450_at	220450_at	-0.589791693	0.803621385
220452_x_at_220452_x_at	220452_x_at	220452_x_at	0.45658579	0.803266182
220458_at_220458_at	220458_at	220458_at	2.063777906	0.0594019
220467_at_220467_at	220467_at	220467_at	0.26928194	0.655267976
220494_s_at_220494_s_at	220494_s_at	220494_s_at	0.870494483	0.411257445
220500_s_at_220500_s_at	220500_s_at	220500_s_at	-0.520953562	0.657937887
220513_at_220513_at	220513_at	220513_at	-0.480383205	0.538560632
220514_at_220514_at	220514_at	220514_at	-6.026773115	0.145562509
220531_at_220531_at	220531_at	220531_at	2.070808511	0.569567029
220533_at_220533_at	220533_at	220533_at	-0.915821162	0.753086472
220568_at_220568_at	220568_at	220568_at	-2.946070364	0.703505708
220569_at_220569_at	220569_at	220569_at	1.904224128	0.581582911
220579_at_220579_at	220579_at	220579_at	-0.444544197	0.935682849
220582_at_220582_at	220582_at	220582_at	3.184429338	0.028679443
220583_at_220583_at	220583_at	220583_at	-7.826476416	0.030758838
220602_s_at_220602_s_at	220602_s_at	220602_s_at	1.207852677	0.461222617
220612_at_220612_at	220612_at	220612_at	-0.51266173	0.776027492
220642_x_at_220642_x_at	220642_x_at	220642_x_at	-0.02902624	0.9845984
220644_at_220644_at	220644_at	220644_at	-2.809000665	0.553324183
220666_at_220666_at	220666_at	220666_at	0.482739199	0.524014314
220670_at_220670_at	220670_at	220670_at	5.450061357	0.385990035
220687_at_220687_at	220687_at	220687_at	-5.222666774	0.03108071
220691_at_220691_at	220691_at	220691_at	0.836276881	0.855241499
220692_at_220692_at	220692_at	220692_at	0.450615997	0.76075819
220695_at_220695_at	220695_at	220695_at	-5.10646497	0.5613994
220696_at_220696_at	220696_at	220696_at	2.024743007	0.53759694
220697_at_220697_at	220697_at	220697_at	-5.568142156	0.373657257
220700_at_220700_at	220700_at	220700_at	9.35616671	0.053351126
220701_at_220701_at	220701_at	220701_at	7.327959047	0.047883312
220702_at_220702_at	220702_at	220702_at	2.382235749	0.044191715
220708_at_220708_at	220708_at	220708_at	5.220540873	0.068541861
220711_at_220711_at	220711_at	220711_at	0.429043355	0.807465451
220715_at_220715_at	220715_at	220715_at	0.016332461	0.987129118
220719_at_220719_at	220719_at	220719_at	5.021039897	0.040868038
220726_at_220726_at	220726_at	220726_at	-1.103552587	0.806260591
220728_at_220728_at	220728_at	220728_at	1.399003149	0.172317418
220729_at_220729_at	220729_at	220729_at	0.257084284	0.937337011
220767_at_220767_at	220767_at	220767_at	-1.636041218	0.747648743
220787_at_220787_at	220787_at	220787_at	2.225666134	0.670698572
220809_at_220809_at	220809_at	220809_at	-6.774076274	0.065747873
220820_at_220820_at	220820_at	220820_at	0.60548107	0.827668307
220822_at_220822_at	220822_at	220822_at	-2.605254154	0.68260481
220824_at_220824_at	220824_at	220824_at	2.510876715	0.549185243
220827_at_220827_at	220827_at	220827_at	-5.2948599	0.156788166
220833_at_220833_at	220833_at	220833_at	-1.552135506	0.609495054
220837_at_220837_at	220837_at	220837_at	-12.82514412	0.030283991
220846_s_at_220846_s_at	220846_s_at	220846_s_at	-3.563271459	0.353952501
220851_at_220851_at	220851_at	220851_at	1.040195926	0.748646798
220854_at_220854_at	220854_at	220854_at	-2.688069638	0.512666144
220855_at_220855_at	220855_at	220855_at	1.828707317	0.043190599
220856_x_at_220856_x_at	220856_x_at	220856_x_at	4.161378764	0.161800156
220857_at_220857_at	220857_at	220857_at	3.083535377	0.665979127
220859_at_220859_at	220859_at	220859_at	4.550751581	0.337932618
220861_at_220861_at	220861_at	220861_at	-2.161313553	0.703613056
220870_at_220870_at	220870_at	220870_at	-0.267278107	0.961651288
220871_at_220871_at	220871_at	220871_at	4.971174361	0.185050571
220873_at_220873_at	220873_at	220873_at	7.770012651	0.094394226
220874_at_220874_at	220874_at	220874_at	4.902818018	0.162963098
220875_at_220875_at	220875_at	220875_at	-3.215048826	0.513271351
220876_at_220876_at	220876_at	220876_at	3.23649534	0.432574818
220877_at_220877_at	220877_at	220877_at	0.44001667	0.911564839
220878_at_220878_at	220878_at	220878_at	0.30384695	0.956046651
220879_at_220879_at	220879_at	220879_at	8.290249526	0.041713877
220880_at_220880_at	220880_at	220880_at	-2.869293138	0.461656505
220881_at_220881_at	220881_at	220881_at	-0.944253354	0.860857143
220882_at_220882_at	220882_at	220882_at	-0.45408683	0.930137526
220884_at_220884_at	220884_at	220884_at	-5.699715727	0.344660025
220897_at_220897_at	220897_at	220897_at	11.43365431	0.011432977
220898_at_220898_at	220898_at	220898_at	1.008157301	0.061743656
220899_at_220899_at	220899_at	220899_at	4.297585942	0.47739848
220900_at_220900_at	220900_at	220900_at	1.923913449	0.292612013
220902_at_220902_at	220902_at	220902_at	8.260539587	0.154286411
220905_at_220905_at	220905_at	220905_at	2.503520934	0.156036102
220906_at_220906_at	220906_at	220906_at	-3.288648615	0.41840471
220912_at_220912_at	220912_at	220912_at	0.31843352	0.935199268
220913_at_220913_at	220913_at	220913_at	-1.846634955	0.593724913
220914_at_220914_at	220914_at	220914_at	1.18887125	0.523980642
220915_s_at_220915_s_at	220915_s_at	220915_s_at	0.126119906	0.924034779
220916_at_220916_at	220916_at	220916_at	-9.023780728	0.064430999
220921_at_220921_at	220921_at	220921_at	0.616479256	0.163042677
220922_s_at_220922_s_at	220922_s_at	220922_s_at	0.094684808	0.785426589
220932_at_220932_at	220932_at	220932_at	-12.4468172	0.063420707
220959_s_at_220959_s_at	220959_s_at	220959_s_at	-2.743757152	0.251463079
220969_s_at_220969_s_at	220969_s_at	220969_s_at	1.76422515	0.140193228
220970_s_at_220970_s_at	220970_s_at	220970_s_at	2.012776769	0.719767858
220987_s_at_220987_s_at	220987_s_at	220987_s_at	-0.298316163	0.699232163
220990_s_at_220990_s_at	220990_s_at	220990_s_at	1.133943147	0.20871859
221001_at_221001_at	221001_at	221001_at	-1.077843997	0.823578826
221038_at_221038_at	221038_at	221038_at	-0.443277943	0.869634128
221043_at_221043_at	221043_at	221043_at	0.705715795	0.525797601
221044_s_at_221044_s_at	221044_s_at	221044_s_at	-0.187435757	0.776110586
221059_s_at_221059_s_at	221059_s_at	221059_s_at	-1.154445646	0.000655658
221071_at_221071_at	221071_at	221071_at	-1.725757545	0.241587599
221076_at_221076_at	221076_at	221076_at	-8.93737639	0.077126963
221079_s_at_221079_s_at	221079_s_at	221079_s_at	0.870464008	0.539131177
221099_at_221099_at	221099_at	221099_at	-2.515661793	0.493753248
221101_at_221101_at	221101_at	221101_at	2.34295269	0.635789246
221105_at_221105_at	221105_at	221105_at	8.129181727	0.093442873
221116_at_221116_at	221116_at	221116_at	-0.341579567	0.929891502
221117_at_221117_at	221117_at	221117_at	-18.31957794	0.006376274
221120_at_221120_at	221120_at	221120_at	-4.945396984	0.272707639
221130_s_at_221130_s_at	221130_s_at	221130_s_at	-0.829067247	0.866753809
221137_at_221137_at	221137_at	221137_at	-2.198416614	0.563496985
221138_s_at_221138_s_at	221138_s_at	221138_s_at	2.670665481	0.473257775
221144_at_221144_at	221144_at	221144_at	4.599604686	0.609925808
221145_at_221145_at	221145_at	221145_at	4.425476644	0.456667451
221146_at_221146_at	221146_at	221146_at	-4.627575189	0.264759019
221148_at_221148_at	221148_at	221148_at	-7.592093509	0.354736258
221153_s_at_221153_s_at	221153_s_at	221153_s_at	0.384802009	0.957919462
221155_x_at_221155_x_at	221155_x_at	221155_x_at	10.75271703	0.000950938
221159_at_221159_at	221159_at	221159_at	-6.779673231	0.047384856
221174_at_221174_at	221174_at	221174_at	7.564577857	0.20708906
221176_x_at_221176_x_at	221176_x_at	221176_x_at	-1.326624869	0.645855821
221179_at_221179_at	221179_at	221179_at	-2.639011718	0.420015268
221181_at_221181_at	221181_at	221181_at	-3.304213197	0.429188831
221183_at_221183_at	221183_at	221183_at	8.464045251	0.002002189
221184_at_221184_at	221184_at	221184_at	-11.7240945	0.022355178
221200_at_221200_at	221200_at	221200_at	-0.682348227	0.188162836
221202_at_221202_at	221202_at	221202_at	3.814269609	0.371509234
221205_at_221205_at	221205_at	221205_at	-1.039815781	0.53904399
221206_at_221206_at	221206_at	221206_at	0.500357812	0.689536108
221228_s_at_221228_s_at	221228_s_at	221228_s_at	4.385160789	0.343182446
221242_at_221242_at	221242_at	221242_at	-2.731635369	0.474576189
221243_s_at_221243_s_at	221243_s_at	221243_s_at	-2.924790429	0.538751358
221253_s_at_221253_s_at	221253_s_at	221253_s_at	-2.190557445	0.023161774
221261_x_at_221261_x_at	221261_x_at	221261_x_at	-0.696031801	0.145804213
221275_s_at_221275_s_at	221275_s_at	221275_s_at	1.444797412	0.324909364
221304_at_221304_at	221304_at	221304_at	-9.907050851	0.101330712
221305_s_at_221305_s_at	221305_s_at	221305_s_at	-1.685609503	0.259278125
221327_s_at_221327_s_at	221327_s_at	221327_s_at	3.185720974	0.629338029
221341_s_at_221341_s_at	221341_s_at	221341_s_at	-7.660525299	0.086652312
221352_at_221352_at	221352_at	221352_at	-4.184741399	0.241182336
221370_at_221370_at	221370_at	221370_at	1.119472577	0.719324105
221379_at_221379_at	221379_at	221379_at	-5.045091516	0.080310638
221380_at_221380_at	221380_at	221380_at	2.18969777	0.535750717
221381_s_at_221381_s_at	221381_s_at	221381_s_at	0.569602391	0.758873801
221382_at_221382_at	221382_at	221382_at	-4.594404424	0.207200424
221385_s_at_221385_s_at	221385_s_at	221385_s_at	-6.548699088	0.1557524
221390_s_at_221390_s_at	221390_s_at	221390_s_at	-4.894528527	0.136239717
221405_at_221405_at	221405_at	221405_at	-0.731077512	0.851025385
221406_s_at_221406_s_at	221406_s_at	221406_s_at	-3.872942378	0.16238689
221419_s_at_221419_s_at	221419_s_at	221419_s_at	-0.231827306	0.844212854
221420_at_221420_at	221420_at	221420_at	3.56684051	0.605653616
221491_x_at_221491_x_at	221491_x_at	221491_x_at	-3.24858236	0.439580032
221513_s_at_221513_s_at	221513_s_at	221513_s_at	-0.807797054	0.482490506
221540_x_at_221540_x_at	221540_x_at	221540_x_at	2.790961669	0.006674886
221573_at_221573_at	221573_at	221573_at	-1.291793356	0.367261236
221589_s_at_221589_s_at	221589_s_at	221589_s_at	1.297719235	0.010408855
221592_at_221592_at	221592_at	221592_at	-0.420943892	0.833427671
221615_at_221615_at	221615_at	221615_at	5.916550228	0.18029974
221642_at_221642_at	221642_at	221642_at	3.160958536	0.202964083
221648_s_at_221648_s_at	221648_s_at	221648_s_at	0.281527017	0.655954132
221651_x_at_221651_x_at	221651_x_at	221651_x_at	-0.348083191	0.898606174
221671_x_at_221671_x_at	221671_x_at	221671_x_at	-0.870925317	0.789590739
221715_at_221715_at	221715_at	221715_at	-9.392426728	0.013794761
221717_at_221717_at	221717_at	221717_at	-4.766928287	0.278632456
221720_s_at_221720_s_at	221720_s_at	221720_s_at	-0.819254926	0.876084404
221768_at_221768_at	221768_at	221768_at	1.887949908	0.054362064
221804_s_at_221804_s_at	221804_s_at	221804_s_at	4.231621417	0.012482532
221833_at_221833_at	221833_at	221833_at	1.561386398	0.022249933
221834_at_221834_at	221834_at	221834_at	1.773779574	0.036531158
221850_x_at_221850_x_at	221850_x_at	221850_x_at	3.80608723	0.018506589
221853_s_at_221853_s_at	221853_s_at	221853_s_at	2.12000298	0.121220999
221876_at_221876_at	221876_at	221876_at	0.219769382	0.87272406
221919_at_221919_at	221919_at	221919_at	1.597204866	0.184057073
221971_x_at_221971_x_at	221971_x_at	221971_x_at	3.778131445	0.027524042
221973_at_221973_at	221973_at	221973_at	0.45272507	0.465411525
222010_at_222010_at	222010_at	222010_at	-0.704751894	0.596215721
222011_s_at_222011_s_at	222011_s_at	222011_s_at	0.859102018	0.598959782
222041_at_222041_at	222041_at	222041_at	-0.408402808	0.781802903
222050_at_222050_at	222050_at	222050_at	-0.321935098	0.863735846
222055_at_222055_at	222055_at	222055_at	1.451364524	0.66391925
222087_at_222087_at	222087_at	222087_at	1.274022128	0.075610507
222088_s_at_222088_s_at	222088_s_at	222088_s_at	-2.889267966	0.168193038
222094_at_222094_at	222094_at	222094_at	1.48727205	0.481667751
222097_at_222097_at	222097_at	222097_at	7.635868726	0.011969792
222098_s_at_222098_s_at	222098_s_at	222098_s_at	-8.492557771	0.050106653
222111_at_222111_at	222111_at	222111_at	-0.24493184	0.824892666
222114_x_at_222114_x_at	222114_x_at	222114_x_at	-2.156859563	0.247939454
222140_s_at_222140_s_at	222140_s_at	222140_s_at	0.080742029	0.956137911
222145_at_222145_at	222145_at	222145_at	1.230403149	0.461951879
222149_x_at_222149_x_at	222149_x_at	222149_x_at	2.291335995	0.390628805
222159_at_222159_at	222159_at	222159_at	-1.798536428	0.436750908
222167_at_222167_at	222167_at	222167_at	-0.92553251	0.315726445
222168_at_222168_at	222168_at	222168_at	-0.877758015	0.085966041
222170_at_222170_at	222170_at	222170_at	2.904922595	0.028251504
222174_at_222174_at	222174_at	222174_at	3.437256517	0.428776832
222178_s_at_222178_s_at	222178_s_at	222178_s_at	0.173240243	0.979167235
222180_at_222180_at	222180_at	222180_at	-1.591411609	0.132127595
222184_at_222184_at	222184_at	222184_at	0.306633935	0.818569531
222197_s_at_222197_s_at	222197_s_at	222197_s_at	-6.156386623	0.238821356
222198_at_222198_at	222198_at	222198_at	-8.087476459	0.01109876
222202_at_222202_at	222202_at	222202_at	-13.52835818	0.064424446
222207_x_at_222207_x_at	222207_x_at	222207_x_at	6.436121068	0.030559681
222210_at_222210_at	222210_at	222210_at	-6.680251397	0.313677339
222213_x_at_222213_x_at	222213_x_at	222213_x_at	-7.156215287	0.085891533
222214_at_222214_at	222214_at	222214_at	0.994243051	0.421034982
222227_at_222227_at	222227_at	222227_at	-6.90069782	0.354173214
222246_at_222246_at	222246_at	222246_at	-1.580645079	0.804444906
222247_at_222247_at	222247_at	222247_at	-2.66661328	0.576012729
222249_at_222249_at	222249_at	222249_at	4.972948152	0.022003083
222254_at_222254_at	222254_at	222254_at	-4.516332048	0.420098367
222260_at_222260_at	222260_at	222260_at	-7.40246301	0.013729353
222271_at_222271_at	222271_at	222271_at	-0.111604074	0.936351971
222275_at_222275_at	222275_at	222275_at	1.005206488	0.119429627
